,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
14,4001,4416,2483,1011,4700,454,422,3551,1513,515,4582,1972,1160,3906,1603,1020,3842,2156,3637,1319,2705,1375,834,1102,3330,1784,216,3809,3855,2096,1199,933,2080,1628,3770,4643,4747,2352,3072,1797,4877,1379,4381,3877,2158,4409,2934,1445,3137,895,1991,4310,1037,4765,4057,125,2229,1837,4736,3429,1549,3966,2982,3266,995,4151,332,440,2680,280,2177,4345,4618,137,3762,678,2294,4870,1819,1097,3250,2708,459,3900,1824,3316,2655,1360,1122,1840,1544,588,833,4368,1298,517,15,2463,2890,2869
15,4129,3985,4587,861,2663,2121,636,3993,3543,1169,4408,1286,4635,1124,2194,873,1521,2642,3279,1438,2289,1918,3741,673,3359,782,3060,1769,2946,2333,2295,4813,1987,294,4837,2353,2053,964,4399,3076,4681,692,1758,7,1683,4570,2498,592,823,104,364,3402,2921,3491,2109,2225,1233,4717,265,1449,2184,43,676,1984,4086,3277,2191,2616,2144,445,117,2312,3072,2596,910,1332,3732,4569,4794,3158,3203,2901,3349,1533,1721,2591,902,248,3483,2477,2708,2326,2533,3052,1974,3935,4896,1595,125,2099
16,3498,2278,3697,2452,1606,849,2810,739,138,572,458,2456,2843,1205,1276,2012,1412,3721,338,1716,402,1430,1216,123,2452,432,4232,784,1187,1034,1765,1340,30,2008,3156,807,227,3845,1503,1346,3454,429,4823,1833,3117,1360,3199,1743,4441,1577,4259,3678,588,4661,3802,2840,3444,2830,4,652,1599,4053,1462,3850,4736,3204,2905,2874,4877,1979,2347,3375,640,1302,1502,2177,2808,4603,2597,1016,2941,4172,3235,3068,2029,1168,2688,3490,3606,441,3481,1733,1823,3655,2460,890,2571,3148,2047,1406
17,1508,3253,1871,563,1579,2913,2733,1626,2781,4464,1299,1581,4326,4055,2334,1563,3730,469,4633,4472,4713,4332,3241,4463,328,3053,3514,43,1944,3464,2549,4852,3906,4751,1884,3755,37,3057,3884,2724,2649,4332,4442,3463,2305,3876,1349,1331,416,3782,3729,178,2967,3991,2055,4527,860,2449,1962,1890,4341,1131,2149,3431,3731,4447,1483,4521,476,967,1354,2984,4605,4460,1235,724,1052,908,4477,3858,2183,287,1077,4251,1251,726,2030,3054,534,3973,3605,2775,3550,1359,2588,2502,757,4278,2304,3949
18,2583,2149,2217,1025,1397,3925,1491,2091,4300,909,491,2997,980,4336,4429,1945,151,1009,2147,2981,571,1850,4298,1198,4531,3743,4799,2922,2102,2740,2817,2700,1300,4084,4538,1650,2669,1162,2355,3633,4081,406,835,549,4609,4605,3120,3575,1522,3154,3830,4415,2853,4100,734,1312,1481,4085,1765,4181,3275,561,821,1148,2196,2655,468,2379,1295,3550,2405,2659,3939,1941,11,472,3600,1200,3164,2342,4179,3835,4093,319,1818,3439,1467,4320,3245,4563,2098,3375,4546,385,1662,1389,586,3810,1895,367
19,2731,392,1411,917,1693,37,4445,4170,1417,1721,2769,1291,3934,4833,2731,3988,3738,463,3541,3712,1328,3825,1292,1087,2828,4648,2546,4432,1847,4374,526,2355,1931,4544,3052,1316,4391,1915,3575,2524,3730,193,4811,924,427,4412,3700,4113,4141,2170,3457,3782,4532,598,4045,552,2293,3381,1860,2475,1308,3600,2369,967,2509,948,950,4474,1695,4300,4023,1,2104,2943,258,818,4729,3900,1793,1763,1760,1024,4440,342,2797,966,2294,3226,2769,4206,3986,3555,4734,522,4469,3324,4033,1998,3318,2475
20,623,1365,4325,2220,2150,1261,1268,3700,1021,1329,1857,3346,784,1107,900,1889,1253,2833,3299,826,211,3589,1140,1771,3043,4567,3879,1649,3540,1422,275,1796,1020,3990,4176,2394,708,3011,499,4789,2711,328,2246,245,2592,449,4456,108,772,1637,1246,1017,4345,4694,3586,1279,491,544,3584,4338,336,3254,3815,2680,2038,3811,2402,3641,2455,3740,2462,1539,2755,3164,111,3263,3051,2937,2827,153,4467,4297,4423,2127,4354,628,4452,1657,871,324,1140,4200,2574,3331,2022,977,3183,3179,1996,2862
21,4395,4468,569,874,1481,831,2704,4138,1877,647,892,1970,2672,836,399,1533,2607,3915,3547,467,251,2543,3204,3010,1777,513,3848,4687,2455,4892,4293,1633,3061,4646,1342,3221,2544,3272,3586,2118,525,3862,1217,685,980,4701,2665,3089,3508,4808,4264,2657,4585,940,156,488,4571,3767,1105,553,2763,953,850,401,1583,3621,147,3378,2641,854,386,3802,1269,2703,218,1462,4332,767,659,2974,478,4845,4535,3088,649,153,1342,706,527,167,3992,4067,1777,4546,3417,2607,3683,1482,4029,3258
22,3058,3312,46,720,4273,4019,2818,4489,3601,435,2116,841,780,1164,2681,3937,3542,1635,3785,2146,2783,2170,4581,4454,2276,1534,2308,2636,3171,1551,3576,3955,4442,4083,903,4711,4554,2132,1778,1684,2189,2517,2064,1084,4892,887,1313,2250,4552,3886,1232,3201,4528,158,1938,1263,1909,1148,1656,2090,580,1368,3762,2492,4325,4723,3789,4516,569,2776,4225,3600,1035,4090,1181,4097,1980,4450,3221,3911,3096,1510,2716,3738,4106,78,3331,4774,1444,2100,2313,79,4738,3230,2846,2976,2546,2399,2522,3869
23,2090,1630,4354,4233,4309,1393,2200,1120,3170,3189,2628,1009,3203,1144,4105,1031,166,4690,1824,4595,548,4675,3858,4354,1841,2269,3474,3515,1217,1013,883,4510,148,3880,1295,4045,1347,1389,1829,3798,2409,2948,3547,1163,4774,3056,3894,2195,3362,2253,4564,2336,1419,687,4695,3009,4546,1067,4451,2848,80,4674,463,3989,2831,4018,1813,679,1487,4172,253,934,251,1387,1851,3811,3486,2161,544,1718,3783,3167,1079,3358,3632,4563,4667,3120,1765,1223,270,3756,113,2001,3994,4327,4137,3693,3487,1573
24,1356,3353,4296,439,455,3277,4389,4747,1353,3906,4534,3593,1671,1752,1083,791,4542,1175,1493,2969,4150,3046,3869,2800,3260,1312,2737,860,3654,3881,4063,4502,2048,1433,4698,1708,2785,4319,985,3841,4202,1517,1706,242,2908,663,1669,2347,1325,4269,686,2619,3758,4037,3700,2667,4359,2682,2871,199,4585,81,474,355,4740,1978,158,1094,3883,4723,3104,2853,2021,636,4858,1812,2222,1762,1601,1732,2279,4084,4121,2370,294,1033,4794,2500,3817,4375,3042,3697,1539,1969,1281,1484,4208,3752,2063,2696
25,3754,1294,2623,2250,1492,1176,1421,4345,4700,553,1105,3314,263,4508,3521,3477,3786,1078,738,3275,4487,121,3203,3275,2791,3968,139,1394,2921,696,9,255,2222,3548,232,4213,4091,1891,1408,1012,3050,3650,2763,1915,4148,2005,2560,1297,3626,4382,3935,1419,3336,1648,3251,369,3139,2577,3106,3590,3937,2045,3001,2246,2248,1901,79,495,1898,1221,2863,2562,4212,1842,4565,2797,3995,2005,3376,4495,170,172,460,4244,1471,3242,3905,1272,465,3789,4000,980,2703,563,3641,1442,3376,1804,1814,948
26,4574,3639,1484,2506,1790,2035,2366,2680,4038,2891,3381,2523,847,2343,4058,3723,2412,1246,2757,4490,4726,290,3170,604,340,143,528,3279,4120,3176,2800,2795,318,3223,4172,1215,4317,2940,3614,432,3255,3721,1645,255,4198,2731,2879,392,908,3703,2434,351,3818,1313,122,2071,3945,4343,4272,1458,4210,2338,3560,3801,154,3434,3045,2253,4060,375,2468,2138,4090,624,1328,4568,4215,3472,1028,4530,2834,3985,1887,478,3015,1194,3289,2378,409,3325,2629,3355,907,2675,275,899,3362,2242,3947,2854
27,1178,2620,1120,1773,270,3761,18,1320,2482,893,792,1940,1262,4784,89,1863,2299,4849,3793,832,381,2162,1906,2944,2295,2895,4028,1231,90,4115,1647,4805,1909,2109,2843,1768,846,2890,1494,2831,2125,3860,1306,4391,1299,3480,1992,594,3815,3787,1984,3789,660,1003,4862,1429,2898,1737,536,1827,4613,2133,706,27,4311,3995,2776,1231,2327,1683,1875,2851,677,1501,3442,1135,49,467,4150,809,4308,4339,1714,3567,86,4493,4838,2804,4811,2430,1733,89,4427,4877,117,2183,873,771,3727,4661
28,1225,1553,227,1274,3707,1767,1358,975,1236,2574,1827,1475,2308,1277,1650,4651,1686,4711,3641,4442,227,2510,900,4220,3417,1960,1662,2037,3862,25,1512,3740,3196,2781,4816,362,3230,1233,4350,1312,2910,2774,2130,2189,1086,607,2599,4375,1761,4037,2781,2476,3653,3728,1815,1740,1983,758,1964,3604,2057,4733,2351,1026,356,3639,1920,1236,147,3016,4802,3756,3104,435,3184,4435,3044,1384,2874,3802,2884,3867,1431,2486,3646,2291,1318,3950,3230,872,3668,3780,774,57,1032,4563,4371,4141,1992,4853
29,28,374,3315,1829,3787,4081,2539,4709,9,1419,2945,4421,3978,1326,1658,1753,2637,2957,4116,2865,2733,306,3586,3374,3968,3289,3645,4107,4680,2360,3771,4260,616,2527,4370,116,4698,1957,1769,1212,541,1512,2303,251,961,4884,3294,2086,1491,561,2519,4167,283,3119,559,4220,4613,343,2189,937,2689,874,1189,2517,1901,3451,1494,463,543,25,3665,618,1154,1668,2039,1045,1525,2008,3348,4680,1067,574,1482,1300,4541,768,1935,1492,1508,3072,1272,2665,4849,1409,4284,3097,3687,76,2399,886
30,3869,2394,1846,3130,3429,3406,4727,4540,63,49,4280,748,4502,4792,2824,236,1740,2065,515,279,2179,1743,4289,4106,3242,621,4570,3853,3478,1738,3558,4084,4729,2686,4087,1970,4517,1484,3658,3752,2082,4893,2307,1287,2088,2370,2792,1271,1133,1259,3559,3595,219,1616,898,218,3327,4444,1816,3091,2956,373,201,664,2542,2668,312,1072,3313,4420,4392,567,2396,3621,3580,1015,3304,3408,3801,4050,3197,4592,1097,1218,3280,2073,4604,739,3313,1590,838,2572,839,3267,427,285,2882,4277,2022,2440
31,3750,51,4659,1688,2407,3869,2202,2592,3022,1187,3688,2553,2446,3652,3629,2641,2561,4592,2504,973,3399,2062,736,619,3652,3845,2285,4041,1092,1447,2750,175,2988,4868,1265,965,235,3505,1901,580,51,2295,729,1289,4024,1120,1389,1981,3774,1271,386,2354,645,413,3044,386,3952,434,4250,1653,4483,2323,4088,1528,4323,2168,1149,4108,128,2722,520,307,1852,4017,3961,3650,4855,4575,4013,656,2327,2020,3418,3036,3092,621,240,744,949,3737,4250,2871,4200,3178,113,2024,1641,414,1743,1090
32,1072,1578,412,445,4128,1881,180,4470,1553,1168,4683,1003,1088,2063,4617,133,4860,540,638,2725,4235,3645,1243,2278,4301,4753,322,4670,3127,1661,2855,3363,4059,4637,1049,113,3228,4126,4258,3007,215,2510,4760,1196,2600,4814,3361,627,1713,179,4080,2571,4120,3231,1142,1845,1971,3656,661,1153,388,2047,4072,156,2125,2737,4755,4773,1631,835,3251,106,2362,830,2010,2718,2070,3984,1145,2363,3831,1538,2119,1702,2013,4279,4272,904,4712,2743,2761,4830,4720,1629,2136,3267,4590,3780,4338,4810
33,2416,1019,1486,905,4673,2925,2997,1583,296,3234,275,4568,302,3449,1070,3101,3562,4697,3966,2095,4506,2650,4112,596,2582,3533,1355,4652,3844,4460,994,39,2882,2146,4101,3804,971,734,1153,3562,3098,3410,526,818,3859,4713,1717,4575,4636,1894,154,4350,4124,186,3118,2488,274,3804,2421,2312,1658,1831,2726,2857,2632,1279,3392,3923,214,1472,1455,3652,1855,4467,4456,4192,4590,2564,3315,725,4721,4591,2161,1169,2277,4019,2531,204,3019,3237,36,4169,4289,159,2313,482,2999,3135,3235,50
34,65,2480,1164,1621,264,2357,324,28,3078,3012,4234,3629,2106,1540,3048,1502,2853,3437,1724,4763,2326,3711,3552,2494,2419,119,1063,3976,2491,2020,1294,3979,599,1640,446,300,237,4831,4191,1576,4334,2858,302,2072,677,756,3814,3542,1237,3981,2892,2894,2606,4455,801,2126,616,1856,3233,2731,4150,3427,2348,4626,1337,1884,3270,4123,3104,4424,342,1289,531,398,2682,2139,1851,1465,222,2243,1196,1311,4582,1149,1228,2207,1552,428,4227,3431,4253,4801,303,1965,2515,3117,3179,3587,3325,4537
35,3024,2708,3785,1778,2050,1108,1547,2406,3268,1272,3823,161,815,4358,2830,4542,2191,829,1930,4650,3824,3719,458,2614,895,2619,650,3196,76,1215,4526,2601,1433,1203,360,1090,3198,4480,4015,2882,2770,893,1766,409,613,2193,4001,2876,1963,2840,3992,2592,3845,603,218,3334,1647,1062,1197,2000,3858,3391,3429,4025,1823,3539,1240,3974,1163,2740,4686,3701,720,3495,2321,4845,1816,4541,4211,3156,4600,1256,3542,2655,117,1542,4143,1600,3208,2366,1861,2559,387,512,281,4628,4765,332,1704,1661
36,4676,1968,2661,1211,4307,4015,2703,3922,4473,2351,2214,3958,4012,1021,3791,75,2739,3222,4312,656,4196,4421,3000,3554,2595,2357,3045,1737,1548,3981,671,592,780,3957,4773,3843,4007,1904,1746,3855,4739,4318,2892,1573,1946,3730,458,3759,4304,2893,4850,428,3761,1754,1197,2858,2086,4235,4251,1897,607,16,873,3701,4786,4226,2635,2323,483,3106,3402,3038,4895,3598,1621,1490,3835,2557,3579,3360,2640,3126,1090,2697,3108,2806,1271,749,3523,3849,2658,903,1664,2978,4298,1022,3946,3883,3477,1058
37,2787,4251,540,3932,3278,429,1046,4418,3920,1299,4722,1127,3048,4177,1864,342,315,2264,2095,1358,231,3264,4125,1784,2112,3090,2720,2856,2650,3864,2585,1526,2312,742,2420,37,3386,4176,725,725,1420,1854,891,2604,3810,1877,2957,1477,2033,1866,1486,642,2945,148,1319,3358,829,2845,4407,3406,3229,410,1688,387,4554,399,1231,3502,517,3501,2916,2904,722,295,1371,4145,707,2969,1797,4755,462,4574,3198,2228,4129,3843,3704,2509,4296,4383,4325,792,4098,869,3363,1542,2467,110,3533,403
38,3179,3617,3632,524,1059,987,1061,1639,1507,3401,3699,477,333,1276,3185,819,1519,1213,3833,2722,603,3455,552,758,1903,1231,290,4722,4086,74,2876,1554,4246,3415,3977,1573,361,3712,4728,329,747,2482,2075,1531,3564,921,1250,2742,3379,4330,2395,2452,2232,1624,1550,4174,301,1205,4267,1873,4548,3885,2661,2130,1850,1544,2425,373,4293,2198,778,1638,128,2448,1075,705,2952,4533,2878,4222,3212,809,401,1139,772,3581,302,4169,3603,997,4333,325,2537,1496,1939,4665,1969,3936,4873,612
39,1320,2725,3850,3337,1567,2245,2496,4643,4051,3632,1539,948,50,1115,597,1296,2759,410,3490,3807,1141,2754,3062,3292,3316,3302,851,4309,2773,926,2947,3322,494,3871,2800,2397,4293,559,1247,959,2865,3485,2149,663,1029,3904,428,2959,1977,2459,4057,4358,3688,2654,502,2242,4883,953,931,1357,4173,28,2751,1396,905,4485,1545,1490,2295,3510,717,2596,1702,821,2129,4850,4435,2512,20,3413,666,4670,4167,2719,1424,4382,3526,1201,4458,62,2205,4789,967,566,715,1940,2109,4660,3442,2433
40,4002,1769,1180,1592,4513,3029,2912,2400,1416,3167,604,1322,1502,729,954,4477,3381,2485,892,67,2644,3025,1319,4696,55,1463,245,411,4249,3008,2475,2425,2733,78,1663,1054,1005,282,1024,2398,4083,3433,2950,2372,2076,3465,1251,1633,1027,2774,4736,566,3619,3513,3823,2222,3113,1202,3469,4031,3884,682,2534,679,1094,961,3240,2332,3599,3602,3165,3745,364,3759,2782,731,1583,1642,1713,3722,655,1486,2784,4035,1090,3296,3487,3066,2938,3498,4031,477,2374,600,4349,1667,2600,3755,3496,2748
41,3901,4828,3893,3516,2702,3615,4057,2259,270,2941,1572,1923,4117,4731,223,3309,196,92,3096,3845,2410,864,4310,583,1834,2369,2877,1127,796,3363,3811,659,2976,628,2233,1632,669,4731,2499,194,4353,4717,1197,2462,30,690,3161,1679,171,1387,4319,2695,3194,4409,905,2794,2852,4107,1776,2138,959,1610,1678,1032,1582,3457,3848,1957,77,3994,2039,1919,4079,626,3914,2324,1565,3727,576,4504,976,1701,388,619,4620,1868,4077,1751,2270,1516,1320,466,2566,2428,4079,1359,311,4545,982,3090
42,4279,4279,4488,2639,3940,1508,3421,2609,4875,964,2838,4099,1722,3826,1804,3221,4567,1795,363,1542,4019,3373,648,1179,4876,2298,2226,3722,4205,4604,2630,3283,4116,486,594,1283,1939,1405,3309,711,1670,112,4562,229,1566,4197,3280,2163,3013,1576,1160,3507,4468,2061,491,4522,964,3194,658,1013,1667,3977,2953,2020,4833,838,3276,1487,3458,1267,4892,3436,1568,3459,1556,179,2268,1369,2645,420,1439,2864,3928,2715,4335,4864,272,1484,941,4094,804,425,4457,38,1279,2820,3622,177,3741,2259
43,4168,4715,3385,4203,784,465,1830,1875,2579,4832,4273,3426,1078,4686,3208,2869,1583,2515,1317,1579,4312,1929,2722,2910,920,560,4157,3074,3832,3907,1406,2732,1034,4683,4618,694,4156,4675,4398,3345,3908,561,1273,4116,252,732,3627,4019,3308,2357,769,2400,688,1357,4379,1164,1547,4074,1614,193,2244,601,4856,912,4077,1784,202,2195,2558,2500,4545,4404,4660,2286,1848,4151,1321,2649,3912,1512,3268,3525,1422,4322,4880,2130,2229,1527,4075,1730,1990,176,2398,2736,4496,4808,4087,55,979,1882
44,2361,2844,228,837,3743,2605,257,753,3121,1747,4171,2116,1304,3105,4320,2949,4254,1846,4419,190,4302,2122,2208,2455,2012,2253,597,4441,4865,4631,701,832,4620,1553,1603,3919,1062,858,3694,2157,1841,2386,484,2668,1123,2943,1106,2661,3316,3720,1980,596,197,1022,1503,2420,3339,2783,4316,1705,2101,3074,142,1354,4650,3302,3418,2085,3137,2441,2784,4056,709,3633,4841,1542,1486,2026,2626,2988,501,4806,4860,3863,1301,3937,1816,4430,4801,3590,3266,4303,847,2190,1421,3903,1309,1353,4126,1798
45,2161,770,4600,2132,235,159,1691,3177,2917,3194,4475,4682,1759,2506,976,4485,1120,3470,378,3714,1779,2545,1844,1426,1546,198,3639,4391,2247,2432,1255,3401,2221,3111,4407,3805,2886,4044,4740,3970,3742,3945,3403,346,3870,4042,164,1747,2081,1701,2385,947,174,2810,3024,3474,4334,1878,1579,1508,3638,2564,4027,927,462,4727,2256,395,1175,1120,527,2968,114,2917,149,2607,4851,927,2220,1169,2589,50,3837,2071,435,1546,2705,2359,1928,887,2035,1188,4068,3291,4388,1250,3965,2967,3304,2194
46,2741,2627,4300,4306,4121,4702,3909,1509,2013,1014,3039,4234,391,51,4568,1843,2769,3321,2132,4428,2655,1730,3082,1712,958,3266,2515,4474,3539,964,3189,2786,209,2669,2198,3453,3010,3132,3835,1760,2519,2953,2114,3825,2623,1081,3271,2284,717,876,2935,3231,3860,2532,2023,2452,1746,808,4494,2568,2854,2220,4361,3578,4882,1494,2835,1537,2114,2620,1937,3300,3409,951,2438,3848,4759,3604,858,3176,538,4139,4631,2028,1976,4461,1063,1258,4455,4527,432,2373,2129,4252,1021,275,66,1326,2307,3253
47,4305,4606,3293,2004,1176,1948,758,1055,4552,4473,2903,3501,1912,2046,1857,2100,4138,3367,2547,4874,4754,4298,1177,26,140,3464,2952,2257,671,172,1783,2693,1205,858,3331,2318,55,1846,1499,2133,4781,4358,4000,1245,3787,4528,4575,1482,2634,1066,3663,4431,3136,2082,4071,2118,885,2561,837,2048,2876,2701,4669,1900,1468,4621,4775,1673,357,3194,3086,2819,3663,2105,702,688,2327,1736,1929,3205,4797,1307,2471,1728,1401,4232,12,917,1599,2089,1540,591,4569,3962,158,4738,2080,857,262,3152
