,1,2
229,4520,15045
230,2428,14002
231,13624,16063
232,10675,15309
233,15198,19276
234,6652,18724
235,6551,14839
236,4249,954
237,6780,14606
238,5800,14832
239,13181,9378
240,5940,10661
241,5598,5517
242,11488,14475
243,15104,6058
244,17076,3151
245,19361,10247
246,3562,1887
247,5256,8873
248,9457,97
249,15739,19607
250,5026,9255
251,3490,1866
252,5017,8977
253,5383,36
254,14571,6800
255,10834,5881
256,1021,7268
257,14581,943
258,11000,10071
259,10900,8815
260,13822,10702
261,8291,7996
262,19646,9280
263,17183,3031
264,8070,454
265,5032,15217
266,2518,14207
267,17242,8652
268,14702,13241
269,15585,6035
270,8921,10156
271,18308,12147
272,6720,13513
273,14195,12493
274,6396,7807
275,4121,3324
276,17302,1781
277,7158,5635
278,5146,18768
279,16610,7861
280,18788,8005
281,1614,2295
282,17532,3513
283,16848,8854
284,9343,11353
285,16066,9149
286,4627,1640
287,5811,7928
288,2541,9610
289,12376,17515
290,15470,10298
291,4770,14264
292,16413,10346
293,7324,14631
294,4117,12072
295,12425,1665
296,12001,8916
297,12650,6060
298,9079,10818
299,16721,13954
300,19078,2692
301,13477,11339
302,1379,19204
303,1499,6138
304,15745,18744
305,19892,1833
306,12123,1518
307,8952,14084
308,7307,12740
309,11164,17948
310,18080,10791
311,11187,6150
312,7175,979
313,16548,16955
314,7295,7753
315,10304,7997
316,712,1064
317,18537,4042
318,18063,6965
319,17187,16606
320,19489,18361
321,10740,18515
322,17004,3661
323,17385,6144
324,19108,11286
325,5288,13468
326,18716,17416
327,9816,7086
328,4028,3783
329,1611,14643
330,14095,5361
331,8548,12070
332,19679,15683
333,1809,15166
334,13499,1206
335,405,15305
336,15037,8006
337,6649,19688
338,9543,1802
339,19700,11446
340,16972,15556
341,14369,18558
342,6255,5098
343,13723,4473
344,11673,16353
345,4235,7044
346,14093,3066
347,19782,3414
348,19533,2148
349,17362,10233
350,14681,9680
351,7884,303
352,19392,3961
353,19656,11618
354,17441,8123
355,11984,16667
356,10073,3665
357,12346,1140
358,12040,15058
359,419,7014
360,3217,8111
361,6442,18199
362,9850,6251
363,716,5442
364,15759,4368
365,10210,6657
366,6734,15652
367,7823,11206
368,8664,17905
369,3902,11824
370,9917,13629
371,9224,8087
372,16865,15096
373,15962,587
374,14190,5433
375,6259,14121
376,17431,5290
377,17647,12907
378,1077,11285
379,17587,3817
380,6746,12061
381,8547,15978
382,1258,801
383,8361,14689
384,7768,7800
385,17282,12807
386,8167,12204
387,19581,2837
388,15805,1347
389,18787,9341
390,5698,6137
391,9067,4460
392,16909,11073
393,16991,7076
394,12374,15603
395,4029,10937
396,14742,1764
397,5611,2222
398,13261,6794
399,19562,16320
400,6377,14390
401,8602,1485
402,3752,2664
403,13764,19288
404,6785,13785
405,15174,4705
406,11036,12367
407,12910,18312
408,5119,6378
409,11699,16913
410,2360,3790
411,18402,8970
412,10467,9594
413,17461,15073
414,6362,11059
415,10775,2534
416,12563,9653
417,1756,18607
418,502,9531
419,14404,3465
420,9496,7933
421,386,9751
422,18866,12572
423,12111,10198
424,17800,15632
425,2782,5683
426,3854,11487
427,14043,12990
428,8694,7651
429,13538,19155
430,162,13873
431,18961,11781
432,17725,13789
433,10209,5533
434,11176,5079
435,8916,4749
436,4909,14270
437,13354,16141
438,7628,13124
439,9250,15026
440,8962,17343
441,4672,8881
442,18159,16568
443,7865,1921
444,11594,7508
445,13570,1648
446,13096,2065
447,17133,7971
448,12284,2407
449,5441,2722
450,14864,6795
451,6111,9145
452,11886,7595
453,4334,14232
454,10531,2221
455,5097,19556
456,2413,12986
457,18345,6181
458,10151,1374
459,2845,15055
460,4636,5215
461,17859,6042
462,8790,9053
463,257,18571
464,18621,16633
465,6221,5751
466,7242,18812
467,8836,18123
468,15591,15831
469,8826,16062
470,18979,13240
471,19493,716
472,123,5076
473,14605,7346
474,9231,14055
475,19552,18912
476,14726,10819
477,12360,16444
478,6563,12384
479,19048,1567
480,4470,17501
481,8078,19951
482,3159,14560
483,10722,8258
484,18465,8736
485,3746,8820
486,4105,14919
487,14338,13812
488,16623,5709
489,8753,2330
490,5101,17331
491,13199,11369
492,5948,5093
493,1586,4794
494,14290,19804
495,2901,11723
496,934,19378
497,11334,4010
498,884,4179
499,14954,12227
500,19319,2333
501,13874,3932
502,4680,4862
503,10275,16751
504,2885,7721
505,16576,10720
506,5469,15196
507,8042,25
508,14197,17361
509,5391,9526
510,1222,19889
511,17290,10202
512,19595,16765
513,15226,9434
514,16736,19336
515,6730,1733
516,321,11634
517,9181,7128
518,2571,18419
519,13357,12323
520,1957,1857
521,15263,169
522,4116,9338
523,17867,12039
524,10256,6260
525,7981,12308
526,18006,3888
527,12073,18766
528,12955,12113
529,5810,2108
530,6565,19180
531,2442,8284
532,11730,3706
533,6854,4265
534,12931,6037
535,19045,87
536,16409,6666
537,17043,18226
538,2694,4773
539,5841,5323
540,17994,10736
541,2870,14157
542,9633,12787
543,4070,15964
544,1302,11100
545,10096,10034
546,10273,11647
547,12804,4606
548,14031,320
549,19923,4776
550,17045,19808
551,19846,10625
552,4140,13931
553,1997,16223
554,17033,16396
555,5523,1456
556,12913,13311
557,10859,4918
558,11402,10350
559,16015,4352
560,11023,11536
561,1311,19860
562,2342,5874
563,8123,8058
564,18802,1797
565,18796,6327
566,15267,18881
567,15190,16680
568,16920,11468
569,7438,17774
570,9381,12453
571,8267,17313
572,12320,5005
573,1821,14269
574,15268,14592
575,16847,18510
576,10350,9182
577,19073,2078
578,16012,18539
579,142,18863
580,16036,15329
581,16177,19107
582,9320,13526
583,18197,13491
584,17502,16497
585,5471,1508
586,13675,9420
587,557,8522
588,4845,9082
589,17466,6323
590,6161,834
591,12175,1633
592,698,14018
593,13623,2665
594,4776,5041
595,14740,7164
596,3702,4249
597,16786,6477
598,15203,841
599,1661,6185
600,15836,7045
601,15389,14881
602,12543,2456
603,11117,14188
604,4107,7555
605,8563,6944
606,4898,3809
607,9196,6157
608,3261,4672
609,19536,4397
610,17247,14268
611,3754,602
612,6004,15756
613,2829,12851
614,13278,0
615,19618,12156
616,896,285
617,652,6771
618,9964,18289
619,13048,6172
620,484,15249
621,17210,18011
622,16210,1171
623,19915,12988
624,2903,5529
625,5320,2097
626,15803,5524
627,4719,10523
628,16953,5479
629,1450,19900
630,1771,6769
631,3218,19684
632,15283,19683
633,19785,4210
634,8771,19827
635,19332,7777
636,5016,568
637,15271,5206
638,1585,5082
639,15436,15401
640,9860,18433
641,3045,8842
642,6966,18293
643,9786,10610
644,7552,15944
645,14866,1201
646,45,12123
647,11671,9656
648,6745,18043
649,861,16584
650,15744,19960
651,14703,7887
652,8188,240
653,19036,13623
654,7593,753
655,12983,17369
656,2352,18872
657,2637,10322
658,12533,18924
659,6459,1893
660,929,9243
661,1268,6513
662,7704,19819
663,16071,18642
664,18885,11152
665,6995,987
666,15123,9657
667,6008,3617
668,6105,7434
669,18930,9124
670,4821,8160
671,1462,8557
672,8117,12917
673,5489,13936
674,16967,17805
675,15899,6332
676,1759,9481
677,16041,2175
678,5324,17663
679,3160,18583
680,1501,14879
681,5915,10665
682,558,10345
683,15085,17473
684,1427,14766
685,3917,5325
686,19393,11915
687,11902,15425
688,2733,4662
689,2348,6297
690,9514,19698
691,13908,2781
692,529,19036
693,13031,4842
694,6411,16065
695,4904,11037
696,9579,5333
697,17735,7248
698,15064,9698
699,14654,4333
700,10933,16095
701,11194,13575
702,5932,9738
703,2466,17710
704,12115,9559
705,5629,19989
706,7854,1339
707,17773,7538
708,5043,15805
709,14928,7073
710,10101,3797
711,19419,16178
712,11393,4513
713,18255,15252
714,15750,19474
715,294,15342
716,6581,7855
717,12556,5282
718,14602,9561
719,17594,8701
720,19348,4768
721,19600,8169
722,3118,1769
723,15280,11676
724,6976,4043
725,6408,3422
726,16264,5856
727,10384,10970
728,4488,5605
729,13145,6923
730,7110,9266
731,8160,1686
732,7348,3676
733,4575,9065
734,5149,19216
735,2421,8969
736,14478,10606
737,15580,9225
738,16001,17239
739,18141,251
740,12125,10687
741,11272,3220
742,17878,6759
743,17902,6982
744,400,8282
745,4799,19931
746,5743,15992
747,14988,8199
748,9855,19255
749,10291,8831
750,7930,10121
751,6825,11408
752,5569,9595
753,9928,8790
754,7167,11630
755,19194,9805
756,4022,5763
757,9110,11262
758,16058,16014
759,11657,5741
760,11113,13505
761,5092,2996
762,4918,19626
763,12890,19512
764,12809,11278
765,2015,11050
766,16320,13013
767,8956,18169
768,3869,4648
769,1093,571
770,1008,832
771,14929,3840
772,4308,3963
773,18640,5885
774,10895,2417
775,14568,11708
776,10218,11562
777,9156,3527
778,12219,5243
779,9640,8495
780,4428,2377
781,18108,18895
782,18383,19257
783,19047,7520
784,16292,8211
785,432,15383
786,7685,19446
787,16180,18290
788,2233,4967
789,7941,2334
790,18699,12378
791,2991,14498
792,14492,16411
793,4635,8122
794,8511,22
795,8493,507
796,19301,15757
797,18073,12771
798,5861,17222
799,2028,6689
800,3279,10973
801,4621,17370
802,19628,15108
803,1823,3491
804,7954,15826
805,11257,13364
806,15485,9221
807,9800,2114
808,5291,17185
809,9365,13264
810,11453,6935
811,14653,5939
812,16223,17286
813,9703,13132
814,16976,5570
815,2404,18811
816,2940,19610
817,17352,3421
818,12796,10359
819,10779,8635
820,15139,2736
821,157,2774
822,14269,17940
823,15074,11232
824,15569,3688
825,1863,5118
826,11120,17776
827,2955,10786
828,18119,1786
829,1736,14990
830,10681,2383
831,4877,17656
832,10635,17729
833,12649,12056
834,6227,16452
835,2815,13618
836,18844,6607
837,8231,14596
838,14565,4780
839,10267,10416
840,3785,15219
841,11314,3210
842,8937,1038
843,3631,4256
844,10562,2955
845,1829,8583
846,8897,15935
847,6497,14095
848,9859,244
849,239,14760
850,19154,19880
851,2594,16451
852,19006,9734
853,10969,14902
854,13099,17523
855,8731,14480
856,7226,1166
857,4160,8255
858,5104,2502
859,2171,12103
860,10323,14863
861,15594,17587
862,2966,15570
863,9197,6806
864,12075,11040
865,2777,13326
866,6680,1104
867,10609,14130
868,11425,6858
869,226,19541
870,19209,16318
871,3572,10836
872,14437,8022
873,19876,19235
874,2025,11629
875,17854,8625
876,6075,183
877,16132,18417
878,12488,3227
879,16732,17037
880,311,7368
881,1138,9953
882,13444,62
883,4279,17
884,520,17202
885,6166,11658
886,12229,4060
887,12836,14829
888,10251,18231
889,325,18285
890,12894,15023
891,19270,11675
892,5436,11185
893,6473,9548
894,541,16703
895,15028,8419
896,18251,2182
897,2141,11216
898,2836,2311
899,8310,14822
900,10062,1834
901,14131,11837
902,10813,790
903,16604,5673
904,13899,9739
905,17200,6331
906,3241,9789
907,10844,245
908,4054,15529
909,4127,11524
910,10341,3820
911,17443,2086
912,168,13776
913,10858,17963
914,17623,5654
915,559,19982
916,458,8283
917,885,10624
918,572,6354
919,4573,15950
920,9669,12727
921,10416,18902
922,10271,16835
923,9274,18146
924,7448,5072
925,19607,17752
926,19364,5578
927,15151,16483
928,9394,15083
929,5981,17871
930,9975,15785
931,14970,17270
932,13430,13816
933,8139,9620
934,1119,7865
935,16220,14288
936,15449,12983
937,6213,19572
938,3333,12474
939,19708,5999
940,9142,10277
941,6513,12268
942,17249,7483
943,4735,3120
944,18745,16135
945,17429,5409
946,9200,14561
947,9256,15771
948,10942,12641
949,7717,13084
950,12669,14986
951,7679,17427
952,16370,6737
953,13308,12971
954,14975,8665
955,2927,18377
956,10667,10651
957,3183,5439
958,14140,6197
959,8032,13908
960,19602,8589
961,8393,10107
962,12734,16338
963,19050,19712
964,2565,18153
965,8810,2702
966,6692,12602
967,19868,13289
968,10223,1923
969,1696,10929
970,5499,16734
971,3635,14775
972,4972,6709
973,14543,8480
974,252,6230
975,11339,19667
976,10649,13786
977,6297,3128
978,10418,763
979,2013,8693
980,12184,5865
981,16572,2852
982,4977,2010
983,5118,18678
984,7602,4628
985,14871,12629
986,13063,17332
987,16283,2301
988,9829,4639
989,5127,1927
990,6729,694
991,11195,2552
992,719,4841
993,18806,2063
994,13695,12082
995,7744,3952
996,17748,8545
997,3030,8184
998,10805,15057
999,19234,5376
1000,6584,14530
1001,19551,12579
1002,18246,2518
1003,2832,7305
1004,3307,1552
1005,6886,14953
1006,10348,846
1007,13076,2513
1008,17799,17359
1009,15361,13252
1010,17984,10580
1011,13151,283
1012,11710,4354
1013,392,6431
1014,2354,9778
1015,6005,2252
1016,1355,7074
1017,2539,10608
1018,15207,13822
1019,940,5809
1020,6863,133
1021,17177,6659
1022,6981,5621
1023,8967,12520
1024,837,3463
1025,7986,7870
1026,7407,11836
1027,18928,11520
1028,19390,3441
1029,10751,7380
1030,3075,4517
1031,2370,9485
1032,2085,12568
1033,18651,10148
1034,6116,13466
1035,1949,12910
1036,8050,2630
1037,3622,516
1038,10093,10501
1039,11493,3593
1040,15793,13497
1041,7094,455
1042,12914,11365
1043,5158,3904
1044,12137,12903
1045,8640,16
1046,2932,1655
1047,18772,2267
1048,9799,3644
1049,11235,7134
1050,4477,16594
1051,12534,18783
1052,16729,8201
1053,4125,13028
1054,7445,16340
1055,408,2096
1056,1083,6508
1057,395,4379
1058,14805,3835
1059,11310,10451
1060,16645,11517
1061,5103,3586
1062,15774,3308
1063,1853,6518
1064,11266,17666
1065,7895,12433
1066,13471,3674
1067,3991,7522
1068,1081,18125
1069,14984,11566
1070,7313,18219
1071,16330,9855
1072,15241,6018
1073,17124,4719
1074,18116,3149
1075,17767,15954
1076,6309,3576
1077,14434,8999
1078,13080,11872
1079,807,7626
1080,13636,16293
1081,672,17709
1082,19224,1512
1083,4505,10190
1084,2670,5511
1085,4124,196
1086,5387,4029
1087,12689,19644
1088,18502,9019
1089,7198,9938
1090,17821,146
1091,7858,19291
1092,11179,5069
1093,362,12596
1094,10010,5911
1095,12881,12390
1096,12827,17869
1097,5014,8994
1098,17279,8971
1099,5495,2101
1100,16475,9322
1101,17672,5987
1102,19261,11646
1103,15831,13503
1104,9753,12205
1105,5073,2983
1106,13721,1805
1107,5247,5047
1108,2432,17653
1109,3867,4325
1110,2529,7019
1111,6591,14577
1112,14791,8529
1113,1721,8520
1114,3317,18598
1115,121,5929
1116,11686,4119
1117,8287,19882
1118,3941,631
1119,19986,3539
1120,13323,11669
1121,3601,10084
1122,18879,17232
1123,6536,2512
1124,4507,13663
1125,2588,5996
1126,8416,13784
1127,18941,16587
1128,11171,12646
1129,3408,15830
1130,14076,270
1131,19170,14682
1132,15903,12358
1133,10698,12904
1134,10769,137
1135,18076,1413
1136,8960,12777
1137,332,2970
1138,16763,7449
1139,5985,7138
1140,14278,9127
1141,2021,1330
1142,11853,13975
1143,15945,18405
1144,3410,6489
1145,2877,2165
1146,15202,13998
1147,14730,13721
1148,2307,8041
1149,11834,16991
1150,18647,13166
1151,10960,13460
1152,17179,5934
1153,18442,7874
1154,15191,2054
1155,16254,13439
1156,2277,7290
1157,2928,8103
1158,16637,5113
1159,2165,7009
1160,14234,13535
1161,12310,15299
1162,4998,15678
1163,16070,15208
1164,14223,18522
1165,5998,11906
1166,19252,16032
1167,1327,17825
1168,1027,17701
1169,11240,5592
1170,16793,4105
1171,8028,17719
1172,7264,10219
1173,10144,11215
1174,5277,684
1175,15075,19091
1176,11643,10192
1177,8391,13737
1178,313,7603
1179,6791,11550
1180,8950,15625
1181,18060,3853
1182,13149,4135
1183,19750,9720
1184,10902,7519
1185,19359,2342
1186,1628,14661
1187,3868,953
1188,16294,4514
1189,4603,4435
1190,18767,8494
1191,11379,18429
1192,6751,18434
1193,13729,10748
1194,11941,16965
1195,4959,10032
1196,10437,7337
1197,3968,1009
1198,8347,18296
1199,7440,6870
1200,6071,19214
1201,18665,5288
1202,16511,13650
1203,18075,8573
1204,8353,8544
1205,3518,15286
1206,11801,11540
1207,16773,14525
1208,11610,2026
1209,14176,14003
1210,13447,13611
1211,15967,2361
1212,3055,15104
1213,2814,13576
1214,4325,2515
1215,7017,4781
1216,2315,11768
1217,1898,8623
1218,161,16936
1219,17355,315
1220,5300,775
1221,13282,484
1222,7550,13299
1223,12418,13773
1224,4189,5216
1225,13589,13865
1226,19854,9193
1227,4452,5919
1228,3921,9263
1229,17922,17624
1230,17871,18772
1231,19685,18736
1232,10631,10526
1233,12381,14097
1234,183,19054
1235,2148,18885
1236,9695,12885
1237,755,17399
1238,17930,11547
1239,12121,3750
1240,8292,2058
1241,4997,3117
1242,18027,10659
1243,10338,19497
1244,19689,18459
1245,6784,17026
1246,5983,4550
1247,3834,9910
1248,733,6605
1249,12854,16720
1250,7703,966
1251,10378,5306
1252,3491,1454
1253,16148,1275
1254,6963,8320
1255,7211,6322
1256,12976,10897
1257,7718,4082
1258,5488,7060
1259,8577,19701
1260,7203,9868
1261,8630,10771
1262,16913,9293
1263,12243,8416
1264,401,10510
1265,5909,2112
1266,8388,16681
1267,19554,18741
1268,6374,19527
1269,2652,1424
1270,54,1345
1271,5737,14554
1272,18171,766
1273,17265,933
1274,2002,14875
1275,11400,1662
1276,8226,10767
1277,4788,2020
1278,10550,18130
1279,16879,11129
1280,15133,10804
1281,6474,18657
1282,2103,2582
1283,19080,14291
1284,19007,14748
1285,15051,6259
1286,824,7591
1287,15193,1743
1288,7048,8094
1289,16873,5035
1290,7370,926
1291,16861,5267
1292,2722,4419
1293,17778,9174
1294,17896,14940
1295,3319,9404
1296,6533,14132
1297,15500,5535
1298,1862,143
1299,15177,8153
1300,17833,6898
1301,14879,16789
1302,15812,9484
1303,13771,14753
1304,5685,2228
1305,5144,3240
1306,19808,13951
1307,6489,3198
1308,9057,11564
1309,8422,1924
1310,11481,10066
1311,3271,9911
1312,16108,14200
1313,12114,19954
1314,11745,439
1315,4513,12540
1316,2719,5344
1317,6558,12189
1318,11203,11822
1319,3674,13065
1320,3329,9355
1321,11932,13250
1322,4023,13138
1323,8976,19187
1324,8885,16536
1325,10934,15009
1326,11047,9957
1327,17055,10446
1328,4426,15475
1329,14704,7193
1330,1508,15339
1331,16097,1486
1332,16445,5238
1333,10534,6344
1334,1448,882
1335,18090,16801
1336,19126,9668
1337,10298,14955
1338,6809,3497
1339,4382,3084
1340,434,14329
1341,18180,6474
1342,2772,17557
1343,18446,13761
1344,13537,2514
1345,2806,2615
1346,13206,1976
1347,12671,3456
1348,4947,11955
1349,19890,2944
1350,5860,9511
1351,4533,7391
1352,9225,19347
1353,10794,358
1354,16814,17442
1355,10354,19531
1356,4041,10272
1357,14167,4910
1358,5651,14911
1359,7268,9856
1360,10705,4516
1361,7673,931
1362,3498,7219
1363,9277,9455
1364,6337,11202
1365,4624,12027
1366,9611,1464
1367,6913,16089
1368,19911,5675
1369,8259,1811
1370,19723,3108
1371,17726,9310
1372,9351,18075
1373,14787,18876
1374,12270,13546
1375,2771,2556
1376,14247,13852
1377,15119,530
1378,7330,19769
1379,19476,13622
1380,9835,11182
1381,13493,18883
1382,1100,19153
1383,11180,7918
1384,16492,10293
1385,1463,6542
1386,16948,12046
1387,335,13977
1388,13603,436
1389,219,17794
1390,8119,17304
1391,8666,12495
1392,19030,8845
1393,15859,8892
1394,11435,7979
1395,4195,11466
1396,8425,6142
1397,10120,16046
1398,12337,11115
1399,46,12187
1400,17513,555
1401,19233,5396
1402,16593,14440
1403,3509,15516
1404,13965,15119
1405,18026,18506
1406,6504,2863
1407,8595,19743
1408,4293,9918
1409,5674,4730
1410,19944,815
1411,7929,4508
1412,19279,17393
1413,3441,14969
1414,17459,8953
1415,1043,8411
1416,15764,3315
1417,16457,8239
1418,19845,13964
1419,14803,17683
1420,6608,5444
1421,14077,10515
1422,4896,2134
1423,13378,15749
1424,17319,13164
1425,1972,9134
1426,13416,8131
1427,15682,5736
1428,17858,17981
1429,6484,5258
1430,248,12226
1431,18917,3024
1432,4644,17722
1433,6538,14841
1434,14089,19308
1435,6495,12419
1436,15951,7291
1437,15867,2259
1438,13579,16298
1439,9120,4864
1440,9088,4487
1441,3368,8393
1442,8766,9881
1443,1871,4810
1444,3697,7196
1445,16115,14064
1446,632,12320
1447,1324,19420
1448,298,589
1449,14606,17179
1450,5928,11743
1451,13288,17731
1452,3499,343
1453,13862,11429
1454,7027,2571
1455,103,3437
1456,7234,5625
1457,16543,1756
1458,16188,17245
1459,5528,14430
1460,16618,18789
1461,7359,1175
1462,10763,14952
1463,17093,17273
1464,9796,1012
1465,4196,14062
1466,10353,11500
1467,1211,19284
1468,13905,6808
1469,4670,3671
1470,7405,8471
1471,6022,14303
1472,14535,6650
1473,2241,16191
1474,18656,5060
1475,12177,11893
1476,5002,2133
1477,10803,3601
1478,4593,263
1479,19842,7080
1480,17906,9818
1481,19443,16612
1482,17500,10840
1483,6589,19105
1484,4356,13318
1485,13418,5468
1486,6594,15616
1487,19838,8269
1488,4331,9803
1489,11502,2597
1490,13981,9415
1491,7276,12895
1492,13235,1497
1493,13870,14883
1494,13173,3189
1495,14251,13412
1496,16781,14605
1497,18085,12312
1498,19239,12225
1499,454,13378
1500,17392,17566
1501,612,14894
1502,14603,10069
1503,1061,9832
1504,7714,14840
1505,16900,5603
1506,6013,3554
1507,33,5438
1508,6355,11421
1509,13513,17001
1510,4620,5513
1511,666,14171
1512,5620,479
1513,1151,18165
1514,15841,11513
1515,19155,19787
1516,9036,3329
1517,17126,17680
1518,172,4362
1519,10334,6232
1520,6956,19224
1521,14259,5914
1522,1128,8638
1523,17034,1587
1524,16402,10039
1525,17584,4680
1526,9242,8009
1527,6457,1997
1528,16585,19635
1529,7624,5836
1530,3871,6678
1531,14609,16795
1532,3039,18030
1533,19530,18337
1534,353,5726
1535,17276,18223
1536,16821,13714
1537,19680,144
1538,8019,10538
1539,12726,15440
1540,8690,6845
1541,8551,18662
1542,4311,11510
1543,4900,9402
1544,15440,1283
1545,7487,3490
1546,17834,7241
1547,5213,5730
1548,18817,7047
1549,16561,13906
1550,2167,14453
1551,5216,15215
1552,6811,2328
1553,2552,19244
1554,13701,18756
1555,3749,3286
1556,19894,10341
1557,3076,8074
1558,2435,19798
1559,8559,12137
1560,14790,4142
1561,16554,14886
1562,4728,1569
1563,12345,18770
1564,4294,1226
1565,8898,11840
1566,5004,14317
1567,8520,2555
1568,18064,5693
1569,11410,19895
1570,16616,594
1571,18198,9030
1572,5502,8748
1573,5013,6228
1574,5868,2379
1575,3608,11637
1576,10571,12222
1577,9273,9291
1578,5999,127
1579,8861,11407
1580,9119,14989
1581,15199,3292
1582,2096,4936
1583,17738,14920
1584,3913,15641
1585,15768,12375
1586,19736,15211
1587,3607,14555
1588,18274,1647
1589,238,19845
1590,18868,1121
1591,14004,11876
1592,19837,9971
1593,7467,11393
1594,369,8455
1595,2817,8559
1596,18273,12534
1597,7077,13553
1598,16740,6017
1599,3130,12633
1600,17702,6688
1601,916,3444
1602,14078,5950
1603,19681,12896
1604,17546,18029
1605,5581,8700
1606,1689,5023
1607,10852,6326
1608,15609,16645
1609,19526,12362
1610,12780,49
1611,7369,14536
1612,16677,9665
1613,18375,1964
1614,508,12597
1615,4823,3979
1616,3721,3338
1617,15902,9521
1618,10825,6020
1619,10784,15428
1620,12478,18249
1621,18184,4303
1622,8085,18550
1623,17622,8237
1624,6171,2733
1625,5345,14977
1626,14,8120
1627,12273,6008
1628,9218,2949
1629,12189,18047
1630,9528,18980
1631,8571,18855
1632,18713,10343
1633,18911,11459
1634,15940,19568
1635,4411,13972
1636,11316,2007
1637,8412,17449
1638,1386,8379
1639,9456,2268
1640,17497,3640
1641,81,1844
1642,1096,8164
1643,9013,18614
1644,19350,12368
1645,11609,8628
1646,1107,9098
1647,3958,1940
1648,4793,6040
1649,10832,16705
1650,12139,13556
1651,3213,7211
1652,11399,9091
1653,10266,12492
1654,4836,4863
1655,11613,13831
1656,9241,13258
1657,6233,3250
1658,16482,13867
1659,18369,17470
1660,4143,19665
1661,4928,9346
1662,18452,8442
1663,4486,12468
1664,9497,15515
1665,552,6926
1666,14157,12161
1667,9081,3182
1668,7426,1232
1669,3667,8903
1670,4134,1971
1671,16428,8530
1672,7290,5351
1673,17693,18384
1674,48,10519
1675,4139,9409
1676,7411,12215
1677,1571,10806
1678,10022,545
1679,1152,2173
1680,17174,11932
1681,14585,5094
1682,4264,5265
1683,2701,3799
