,1,2,3,4,5
233,12886,4013,15816,6600,17369
234,14042,3437,5328,1002,12364
235,7722,8673,753,10567,14633
236,8625,7751,7515,12240,9335
237,9571,3513,16651,2737,17043
238,14561,6378,19953,14536,17438
239,1561,13161,17856,12326,6870
240,9511,18403,11354,3928,6718
241,18858,3321,6187,15190,17517
242,12215,10328,7171,19995,10464
243,15176,5253,1072,10303,13655
244,7869,8293,10764,8313,7441
245,10653,11454,16296,11062,19942
246,18654,18578,19242,8823,4701
247,10498,10192,17631,16441,16186
248,16870,9741,4989,12208,17750
249,6408,11891,7667,1790,8454
250,12927,6487,2477,4062,7031
251,2148,19286,9730,12025,16346
252,19760,18868,18637,13427,10286
253,11299,19920,16319,6696,496
254,11317,14101,17873,13033,18314
255,8505,5304,18730,9762,17572
256,12327,17595,13890,2173,11279
257,365,1397,11578,770,1424
258,8073,17986,1603,149,18795
259,13388,18131,13249,12134,13052
260,7089,10251,4495,10432,5016
261,682,11854,7229,17447,12828
262,5208,14759,5485,19691,2264
263,14633,12902,15835,4523,3653
264,2638,5483,2895,8830,13357
265,659,11517,15000,13961,15413
266,5553,9907,17227,19640,2552
267,15920,11088,2824,8483,17125
268,11890,2167,1097,10546,16761
269,16240,3863,13314,17908,10564
270,3523,9809,9732,379,9257
271,8493,4424,13675,13440,6898
272,4784,15693,385,18988,3693
273,10248,11221,1164,17249,6364
274,14231,1685,252,12655,6652
275,9865,9287,53,19476,9560
276,3099,1960,17198,15528,2522
277,2298,8880,17591,2434,6467
278,5747,6416,16355,13480,18039
279,5481,1748,3795,8166,16682
280,1926,11149,6761,7982,8517
281,11517,12932,19102,13373,1487
282,7420,1557,8454,19598,9557
283,648,12822,11017,18147,10373
284,27,9053,1374,7324,12455
285,16878,16727,18156,11623,4089
286,17434,2608,7203,2156,5829
287,15785,17663,3291,4445,17000
288,13608,15972,15925,8130,6808
289,17596,12767,7941,3273,1901
290,7261,15666,1057,16633,5760
291,3073,162,224,2123,13472
292,13932,19440,11945,1367,11246
293,3311,15871,13955,1524,8114
294,19629,4093,7738,1742,13592
295,761,14728,2836,14251,1016
296,14804,5076,8251,3895,4365
297,9297,12347,816,10501,16379
298,17251,17817,8864,14634,19874
299,19615,4450,10431,2747,12249
300,17096,2706,5075,9466,10591
301,12679,8726,9722,10558,12450
302,11424,16688,11779,12925,4254
303,4465,12161,7521,5543,15835
304,17296,7644,13385,4661,14737
305,14440,3290,7641,17931,11530
306,2617,2377,18578,1771,6165
307,17890,3065,11262,16919,13101
308,8342,10947,7844,5745,19677
309,272,7877,8171,2779,3474
310,14361,13423,19784,15565,1226
311,16752,12514,13084,4071,13951
312,1616,16926,8998,7859,10404
313,18675,2719,10681,1570,11608
314,4395,9694,2085,8233,14222
315,9558,16500,884,17218,12125
316,9282,9871,3082,17994,14101
317,18302,11461,12408,18637,10247
318,12993,4885,15940,17581,443
319,11741,6231,4742,4619,4211
320,8210,1309,4606,1716,4065
321,5355,9087,18439,16943,18712
322,15792,1446,7980,2576,974
323,16609,16585,7147,10547,9795
324,17919,14447,2119,18722,9613
325,8071,8032,14048,8489,13164
326,4814,6247,3674,10667,3315
327,1095,3648,7270,11776,9311
328,17506,12910,10063,1992,19551
329,6453,16251,56,19529,17008
330,15674,8632,7465,18888,12596
331,4558,989,13073,16656,12404
332,12273,7377,11911,11693,17575
333,6079,757,13344,9018,15651
334,17503,2999,7680,14319,2714
335,9342,3615,5581,3679,647
336,6578,2903,2287,17553,56
337,11849,17551,14242,6320,6296
338,6208,14956,17746,7331,870
339,16271,4235,19079,16037,3163
340,3877,5949,12052,16625,11334
341,10174,19612,9327,5331,13862
342,15571,5978,4092,4155,1145
343,14757,10266,14666,5682,18099
344,808,17773,2100,19350,7278
345,10518,16633,19961,15561,12659
346,5287,16344,17669,5596,1642
347,1780,1661,7159,16100,18573
348,1537,3748,2791,2571,6788
349,1805,5245,7223,19709,12642
350,14730,4135,15882,18001,13188
351,4120,11319,19157,5067,12526
352,5193,15546,12883,3616,4917
353,13083,1538,19396,1623,9801
354,15069,17685,13108,3583,3516
355,8460,12942,16141,16339,19648
356,8352,7407,2882,16096,1859
357,2372,19940,11403,17488,14761
358,9483,13940,6692,10424,12871
359,10438,7928,4539,4414,17220
360,125,2834,8005,18124,7494
361,11445,1919,18025,10204,17954
362,14218,18607,16514,3731,4720
363,15279,14122,13352,11409,6930
364,9118,14947,9110,12055,3596
365,10933,12207,19706,7753,12722
366,6297,15303,2574,2478,13810
367,11288,13476,17358,4196,10764
368,403,15495,1733,2227,4340
369,9646,6770,19454,18103,4811
370,186,17849,2021,9921,18923
371,3286,4492,9998,4918,8411
372,9563,8954,9353,18976,10765
373,5768,14693,4274,10368,19645
374,13621,4551,18453,11282,7806
375,8917,3299,18949,2234,5529
376,3427,2052,18022,15039,6437
377,5933,5788,12410,10323,11705
378,113,9626,13169,9281,17537
379,16582,5644,6956,18611,1291
380,7865,12559,9039,5015,17224
381,16658,19289,16100,1685,4621
382,13345,14476,1345,5957,13921
383,5763,19854,10443,14472,9013
384,4605,11147,9713,5986,15624
385,9841,12853,13100,3774,2833
386,667,11601,18207,7673,16803
387,17346,19127,7556,18673,11529
388,9649,2050,17888,289,19270
389,7735,9596,3168,13700,9488
390,18686,14786,17998,9644,9293
391,3851,8394,17981,3546,17010
392,8816,5694,6059,14111,12784
393,18968,13965,3521,11887,13757
394,1791,1646,7320,15813,5560
395,6654,6675,15718,12157,17282
396,7365,4422,3716,924,3353
397,19218,6953,5555,2828,5036
398,13342,9131,9300,18020,8631
399,6343,1219,6009,4532,7243
400,16821,13812,16841,16728,10970
401,14302,1134,9915,10381,12923
402,6224,11623,18748,4340,11962
403,14767,10059,7474,19037,2653
404,2133,8207,8166,2761,1884
405,7005,4087,880,8390,297
406,8654,19276,7248,17300,11119
407,14944,12028,16591,8704,15100
408,5236,5348,1241,5766,1035
409,11048,18580,15127,14580,12989
410,15717,2995,19672,9640,13260
411,13450,9259,7617,4868,1137
412,7210,5610,1616,13652,8721
413,5429,14414,8312,635,16037
414,13302,6658,6567,6732,9388
415,9067,14091,6599,13507,17441
416,14625,3132,2902,9451,7254
417,8461,17427,9785,11139,16454
418,2596,19630,18188,4665,13359
419,925,19032,12680,11502,14365
420,497,14717,16354,1611,10273
421,7655,3837,19665,9393,19362
422,9858,13273,473,14555,4319
423,15391,5952,11164,14022,11759
424,7775,1044,4173,11979,4005
425,4677,11778,12416,1905,4033
426,5433,8806,16003,12874,10207
427,12893,15023,4165,16313,2184
428,1158,7042,4892,3595,5278
429,8413,18869,11163,4395,53
430,7742,16943,11461,18133,16347
431,11009,1852,6180,16859,9070
432,6577,16568,1449,1739,17821
433,5881,14378,14799,5006,14739
434,6233,17235,13103,13503,13644
435,556,5228,3088,10375,12308
436,12506,4488,16625,170,10460
437,15551,3617,14663,1591,14858
438,15638,4648,8528,6707,514
439,7055,17966,9062,5568,6024
440,11091,12306,16995,10703,14967
441,2743,4888,14539,3305,8647
442,18065,19558,17518,11231,4179
443,10461,340,4825,1382,915
444,742,15225,7777,19219,14079
445,19895,12904,17812,9597,6634
446,6996,19252,12149,15638,18924
447,4831,16537,6214,15407,803
448,19897,4293,19425,17129,7314
449,6866,16554,17276,2951,4453
450,9115,8446,16464,15955,17858
451,6589,19814,17782,12955,6005
452,19508,3343,17844,18077,10546
453,13680,15619,9500,1103,13398
454,10746,15993,15846,10560,6873
455,560,16324,10310,15719,5615
456,10575,17851,3619,17059,18066
457,3559,14287,7303,7340,16230
458,6444,18606,19289,15099,9141
459,1853,3666,3413,6667,2420
460,8690,4470,17068,10950,5526
461,6849,8901,5682,1512,16676
462,17842,4782,6082,18809,18857
463,1007,5986,19624,16065,4718
464,10225,745,15069,17872,2728
465,12811,13315,4723,7559,8907
466,18173,9682,3966,1585,4343
467,1335,12284,11101,17110,8748
468,16689,3642,18729,10093,14269
469,7644,1330,7254,5011,7770
470,2019,4549,10324,4293,11276
471,18679,10624,721,8323,3428
472,15768,14194,5646,18222,11889
473,19747,7918,9909,15474,11609
474,2679,17583,12593,10049,7297
475,16047,6518,10466,18754,18006
476,7192,615,11864,19315,4734
477,9390,19012,3174,12026,11046
478,531,11870,11879,15005,17914
479,19798,386,106,1796,19960
480,285,7050,3599,15627,15067
481,18542,13704,12692,13120,7927
482,2604,16186,7003,14609,11222
483,3288,18217,10674,19557,1634
484,753,8900,14603,10966,10200
485,11451,17267,18136,5433,2360
486,3014,5718,17592,7240,15241
487,3800,5901,8501,406,277
488,14459,3882,3965,2444,3504
489,1085,7054,15335,11852,14088
490,8990,18410,17157,6533,19092
491,7637,6399,17085,24,13448
492,12545,13029,13212,7355,14613
493,71,10257,9197,12508,4318
494,18329,8296,8811,19366,9811
495,14124,11223,2684,9978,8228
496,3013,5818,8775,1679,937
497,3469,12262,14989,14787,12180
498,4016,17537,16661,1206,9692
499,5279,1855,15648,16088,8174
500,13485,8347,2809,8375,17539
501,3029,8451,5043,6367,14673
502,13716,14900,2092,16753,3255
503,2083,8495,15330,10491,18987
504,13671,7395,3145,18207,19555
505,16244,17474,1654,4683,18625
506,3182,997,14321,18700,6114
507,16208,6148,10276,7123,5074
508,7272,3700,7991,8722,12322
509,14233,13505,13066,17864,14950
510,10633,139,16858,6781,17507
511,8751,6199,3278,19083,1072
512,6588,16226,3516,2797,9056
513,6216,15679,1254,3278,10166
514,6147,8973,15601,13185,19424
515,17582,9787,1898,15892,6547
516,19387,566,17515,9289,10047
517,5020,17623,16739,1838,10832
518,11617,2915,8920,7924,8863
519,2217,2938,11073,8314,15027
520,13195,3948,836,18277,13513
521,5662,8136,6667,13244,13407
522,19706,5555,5784,10135,18587
523,5456,14695,1273,12277,3273
524,1177,17845,4406,8544,16223
525,719,3747,8175,10746,3286
526,12204,5490,18862,7305,13261
527,4063,8994,6731,3929,13000
528,11683,1616,1110,9619,14782
529,9128,8839,2663,9587,6653
530,17223,3279,9735,14106,17120
531,9254,12354,6248,3813,551
532,10579,3405,4613,2039,4747
533,10031,18655,15468,1584,6061
534,5042,9699,12057,2882,287
535,7349,16928,8603,9112,18808
536,9899,9226,13910,16276,9441
537,17864,17079,5975,13360,11001
538,15080,1525,17935,10928,1439
539,17783,16265,3913,12276,11311
540,3509,18014,2143,3926,18447
541,1087,9139,19831,381,3495
542,15521,18440,13629,897,13173
543,3672,88,12918,11962,2669
544,18586,987,763,17355,13229
545,7203,4329,13256,11765,17422
546,16119,10560,127,14918,6268
547,9087,15416,3880,4595,7670
548,18782,13945,12491,13552,4392
549,13395,3694,9586,13406,8418
550,11679,18719,13189,10139,6801
551,614,5753,5711,5195,15608
552,6598,11247,12492,19867,38
553,6266,2519,4278,9594,548
554,8553,7391,9212,9847,1303
555,8869,852,15967,14696,3297
556,3564,1700,12308,11204,3264
557,241,6534,2633,13841,12102
558,17301,8330,12900,5431,3116
559,14022,8558,96,8896,236
560,7610,9858,16635,7684,19385
561,6697,19438,7797,3486,4097
562,17364,17880,12588,6298,10698
563,5158,6177,293,5556,13049
564,3453,16006,1329,14291,19494
565,15783,9944,12265,9661,15755
566,11781,281,3372,929,15353
567,1556,19264,11235,3770,888
568,16124,3022,12484,6617,11841
569,2797,18963,6521,6009,6460
570,19934,3341,3425,6056,18000
571,1293,16143,7849,8719,14236
572,19984,18429,8926,12482,11093
573,3966,1883,16101,16950,3030
574,12318,12692,10394,4283,8077
575,15487,14295,11385,17234,4642
576,18752,3927,8813,7163,1792
577,10354,7976,4907,17763,6892
578,13115,15706,4071,10061,11104
579,7046,8737,8311,8725,5935
580,19546,12788,13724,11829,12855
581,2156,3828,14260,18586,6407
582,12301,7573,1168,2343,11816
583,11600,8755,7243,15527,6187
584,1964,6594,7088,17223,7260
585,14776,4753,10029,19724,6947
586,9454,16962,15519,7831,11810
587,15034,8425,487,25,16351
588,7161,11835,756,9969,19547
589,19784,1255,2956,15569,16001
590,652,7415,13721,16375,5317
591,18296,2339,1580,13065,6181
592,17420,3225,4601,13046,9292
593,14444,18914,13680,15251,19285
594,7571,18004,13374,8741,19695
595,5002,925,5810,11938,11481
596,19176,575,15965,8405,2550
597,17668,19198,5630,5705,12787
598,7481,4989,8408,7962,17562
599,16451,460,6581,16373,7106
600,6062,5685,12420,15348,16019
601,7788,10712,14825,19144,13627
602,903,10707,4162,2621,16082
603,3735,16161,10864,5857,19356
604,16412,12834,14590,15272,8089
605,17861,13608,4834,10472,13737
606,9670,11878,17264,2555,3745
607,15448,19297,10163,11259,13468
608,16127,18284,11333,4504,10050
609,12459,7103,3221,771,4331
610,10272,11649,6726,8141,12058
611,19684,6578,575,14693,1549
612,15400,4079,3778,11935,4042
613,5001,650,18355,3659,14711
614,18537,14858,15865,11585,7612
615,13773,15920,4127,2429,4682
616,11408,3720,6002,13545,13290
617,14098,14996,11179,13586,14287
618,17263,15659,16623,12690,9363
619,10468,2015,16160,6989,17387
620,17926,8460,6912,983,4210
621,8373,14430,19660,14348,16257
622,19724,4961,7319,12892,16671
623,5744,14377,13598,2809,16708
624,15318,3396,4273,8578,12841
625,7791,4217,3147,14581,14651
626,8695,7597,6675,10140,1579
627,16256,2882,14513,14926,15318
628,4004,151,18752,833,9426
629,7905,9253,17175,7791,14829
630,961,3583,17372,1989,1633
631,6350,19324,6978,2941,1492
632,17749,13126,11225,4640,17885
633,4614,4186,6501,10648,7650
634,1681,14180,7700,3006,14405
635,7009,10581,19745,4110,7759
636,597,3435,1873,14414,6680
637,18721,18796,8025,17319,13356
638,17291,9081,11336,2557,19213
639,11096,10613,8534,2977,14102
640,14470,18744,12594,6288,9604
641,11853,3850,18415,19455,12138
642,16761,5950,19020,605,4442
643,4860,11688,2174,3660,11720
644,11674,6270,7760,3702,12346
645,17382,9868,7398,9560,19886
646,1441,19465,17731,16257,16427
647,12862,5607,779,12831,11928
648,9042,12176,17520,9639,15180
649,18941,707,526,12861,19601
650,8394,16756,14379,18593,15552
651,12089,12914,19059,19467,15708
652,6640,13580,5353,6943,12050
653,17408,18798,9537,2210,18165
654,3743,8807,18276,16751,7877
655,720,6064,12459,3579,4175
656,2052,16090,5998,5477,11283
657,19936,10407,4843,9571,1809
658,13593,9941,18864,5531,13210
659,3849,3778,15225,13180,7271
660,10289,12502,10775,16209,2791
661,19819,9533,1307,11488,8394
662,438,845,18066,4403,1482
663,10985,971,5040,3756,2308
664,15627,16312,9710,2313,5593
665,12951,17249,16199,2608,10261
666,10182,17387,2801,10417,9643
667,17576,9610,17657,9926,15998
668,19515,5982,1983,5645,6640
669,11681,10008,18224,15662,15909
670,6945,16916,11505,14161,19841
671,8526,17975,3205,2322,7253
672,5427,6001,6397,11994,1309
673,8899,2659,12779,2785,7894
674,5480,9660,14292,10294,13830
675,11828,10990,18367,8031,7602
676,14963,4265,10589,12599,11378
677,1258,14382,11933,12888,6869
678,2588,7607,12313,3241,7364
679,6252,6629,4671,15394,17939
680,9249,19576,16462,12959,14703
681,4339,17540,3016,126,7337
682,5213,13337,18113,3312,5457
683,10502,14195,13842,7686,14309
684,4254,15442,5044,2596,5631
685,10701,2809,12290,5060,10077
686,16749,6258,17537,19806,3796
687,15105,15315,15794,2727,17197
688,13591,1593,3928,19333,14722
689,12567,3028,17955,11050,10082
690,4238,9467,2619,11351,11800
691,17799,5114,12912,9839,1205
692,5268,19986,297,8273,5654
693,15004,17256,14693,18500,3086
694,9148,19356,9103,17831,1250
695,6731,5088,11615,2799,9386
696,12971,19091,84,17667,17869
697,7908,14638,11121,6028,8175
698,5731,15331,9201,5410,16158
699,9023,4637,4217,17475,11972
700,8467,13138,3931,7221,16977
701,15924,15277,4321,15203,18730
702,17858,14238,1917,16670,7287
703,190,11179,16373,2479,8885
704,14197,1597,12383,15392,19985
705,16362,10931,19616,18515,5821
706,12260,7998,3639,19645,6966
707,16354,13684,7933,13981,13730
708,5891,16876,7016,13829,13547
709,18355,1504,14499,18202,11187
710,12002,3283,15904,7800,6351
711,7280,15355,17492,11407,10694
712,5301,16103,12544,19947,18207
713,2678,1853,7796,7737,9325
714,15337,14448,10831,13078,12207
715,18536,4836,15136,14660,12966
716,16321,19221,5169,8196,11196
717,19493,11811,19479,11815,10525
718,13755,6200,12970,2818,7823
719,16646,18101,16403,3701,8518
720,5019,18603,19169,15257,14689
721,7625,8881,6091,12652,755
722,1629,5631,2011,1847,1032
723,2620,6051,4701,12317,3019
724,11258,11629,13303,18904,12305
725,17811,18114,16727,18495,11868
726,9119,16626,4414,15727,14251
727,14116,14813,18763,7740,5765
728,15833,19871,9955,1160,1505
729,19104,16281,2171,13578,703
730,19023,11008,6046,18889,9104
731,1510,15215,10592,8841,2422
732,8798,3309,5118,4717,16619
733,19202,19144,4335,3140,15798
734,14756,8887,12849,7897,6323
735,5606,12885,6073,10447,4403
736,485,10776,16703,5091,18667
737,6230,16576,5245,19074,268
738,19885,4689,7464,7766,11884
739,798,13688,13458,18239,1941
740,5920,16616,5670,4304,1389
741,7478,5048,1223,4624,18969
742,13173,6878,1578,13904,14978
743,446,2667,3243,13414,2916
744,7168,3668,7253,15743,2362
745,421,11669,19633,14061,1162
746,2264,2859,11693,4869,7203
747,11852,7657,3464,8533,11309
748,3498,10682,9370,7929,13490
749,9603,9252,9457,18855,17333
750,6609,15240,17798,1019,2057
751,2194,3739,18793,9021,10968
752,19670,16620,9584,12367,16602
753,4186,18344,1619,14638,6375
754,13287,12240,12705,17482,15109
755,19958,5604,6296,6083,1247
756,19340,14277,19471,19609,8881
757,7792,3755,11491,17393,13126
758,11143,6568,13519,18544,10935
759,14005,13348,16208,12829,19107
760,9804,977,4138,12466,345
761,290,12503,19257,18054,517
762,9228,12507,12789,13751,2203
763,11428,14368,13224,11005,16218
764,6096,16730,11483,2744,13255
765,10941,15256,16761,408,3673
766,18280,14971,7843,5198,13948
767,2513,11513,17222,11973,6238
768,5748,17542,3566,12127,7547
769,2782,8160,14755,12650,4820
770,8115,19157,4814,8393,18342
771,13432,4784,12444,2561,14793
772,7572,551,7134,10146,16939
773,18545,19530,14512,18649,11123
774,3504,14089,11435,17076,7978
775,15800,13226,3925,809,1691
776,18191,18330,13315,13332,14608
777,10811,2736,15850,17098,5251
778,16711,9664,15597,10168,10538
779,18093,18454,19008,5821,18474
780,4140,11806,6855,17245,15830
781,11629,10342,7112,9368,1743
782,8795,5246,4055,13637,5906
783,8098,16202,11886,17320,7692
784,4215,16156,17757,3012,16993
785,8561,3052,5386,9483,3259
786,16440,19229,16710,7013,71
787,16692,3300,17624,17332,19292
788,14817,7303,17833,16844,9135
789,12185,15337,2055,16594,2471
790,10916,16278,9135,5708,19175
791,1472,10878,16605,11722,2465
792,13037,11110,15884,312,18638
793,10173,6421,10698,13157,19658
794,8896,10705,12595,710,5681
795,11765,7587,18327,19054,733
796,1944,19111,14956,4731,1992
797,4062,11057,3611,18272,19868
798,17199,13501,12390,466,19359
799,17141,3291,14097,14280,13941
800,8623,8510,5290,5830,10980
801,11586,3906,17510,12675,7601
802,1168,7880,9130,12039,8220
803,12021,5231,10519,19146,9253
804,3134,5491,2814,2684,6710
805,14765,13533,16693,760,19809
806,14049,11037,1997,18041,10614
807,10106,11017,16768,6717,12482
808,2031,107,7909,5485,4937
809,8810,830,2772,2778,9718
810,13164,15607,15792,14725,18874
811,15490,4208,14628,18993,12082
812,14784,384,2268,7973,3866
813,11145,3210,4252,6230,13250
814,5722,18354,15280,11035,7862
815,1399,9415,919,7801,6545
816,16807,19861,2378,14919,9230
817,15172,14138,13394,1121,14894
818,13001,6221,334,4049,8034
819,8718,130,1462,12740,13303
820,1067,10873,15576,5891,10233
821,16402,15893,12411,1557,682
822,16390,4066,5991,6039,17982
823,1195,7147,4851,17888,12083
824,8282,15093,2042,150,445
825,6425,19399,16793,1148,9707
826,7618,8575,19852,19157,17841
827,9716,12248,1022,16822,6391
828,2349,12566,16399,14209,17075
829,15461,8605,13406,11091,14538
830,12056,5380,8173,12360,19457
831,10662,8674,4300,11357,5048
832,10867,7569,16733,15823,9536
