,1,2,3,4
226,1993,3232,843,1651
227,3646,1704,2514,3724
228,377,3193,3555,746
229,3950,3329,929,2494
230,1043,4291,1962,2913
231,2420,2485,1091,3855
232,4997,4611,1943,4447
233,438,2754,4811,1659
234,3633,53,2375,101
235,2381,2910,29,4902
236,1833,2659,2139,459
237,929,662,4850,3222
238,266,4337,2178,2411
239,346,3019,4138,4763
240,4062,4368,2928,1977
241,351,4276,1942,2944
242,3892,3344,3916,95
243,4386,4557,3275,2480
244,3072,586,2847,4449
245,1863,1162,3764,279
246,2617,4720,4548,1349
247,1632,4410,1723,4414
248,948,4872,1626,1595
249,4189,2582,4947,1132
250,2568,1127,309,878
251,4693,3694,3135,3390
252,673,4624,1301,1077
253,334,520,3222,4798
254,604,2657,776,3211
255,618,617,4770,338
256,3423,16,4519,4987
257,4511,3256,4402,3133
258,1800,555,813,3710
259,2053,1821,2708,3473
260,828,4965,1937,2738
261,198,4572,3185,2141
262,4423,1272,850,3963
263,2713,1201,3346,3471
264,1553,3774,2461,4463
265,765,2527,393,3431
266,4309,2463,2705,4724
267,1695,1807,2593,2839
268,1193,2003,2771,2864
269,4025,4846,3470,2490
270,4508,1613,1801,1182
271,2985,4642,2685,3987
272,1224,2522,4498,2782
273,1827,3632,1765,807
274,3578,335,769,2679
275,1471,1837,628,2591
276,3033,558,4079,215
277,2746,1331,3604,245
278,3466,3081,1542,2336
279,72,4469,36,1911
280,974,1723,1656,4462
281,4320,3026,3908,3000
282,2828,4788,4000,4919
283,203,224,4056,1714
284,3161,4828,1139,4421
285,2427,23,701,2360
286,167,825,707,3269
287,1783,742,1908,2691
288,4868,2907,798,4872
289,2919,1142,4174,2849
290,865,1188,1882,4166
291,3750,1949,1941,21
292,2953,257,1033,3869
293,2036,910,757,2160
294,317,1806,3389,3848
295,2174,3578,1072,4282
296,1354,4531,462,1920
297,2378,3027,422,321
298,759,3228,1614,1163
299,3388,398,777,3980
300,3332,2542,1650,2427
301,682,3506,610,1380
302,1375,1728,3670,2742
303,1822,4452,1333,3373
304,649,1096,1315,4635
305,4048,4704,4701,4728
306,1962,4842,405,2469
307,2060,2469,2206,730
308,1131,3385,4118,1137
309,3979,1824,4356,2170
310,689,579,2936,3347
311,1019,1289,129,4071
312,4435,2722,3489,1733
313,2517,179,1287,411
314,473,4031,3949,2780
315,443,1685,4573,4189
316,3728,223,1117,4395
317,3079,1094,4008,543
318,4989,2391,3795,1387
319,4132,625,3400,3172
320,3787,2020,2718,1324
321,4592,923,3417,4980
322,2263,3067,1159,1504
323,2814,352,3066,2313
324,1118,4499,1035,149
325,2577,2902,3530,1861
326,1595,2851,1961,1165
327,1888,2929,90,157
328,2631,4758,1090,4878
329,634,4367,1585,4307
330,1957,124,3495,3466
331,4328,2525,2224,3984
332,4143,2611,4454,1183
333,500,1204,4115,2966
334,584,603,3793,1086
335,1621,2301,4515,1628
336,2791,1594,2767,3592
337,1161,3680,4991,863
338,2083,2005,2091,148
339,2729,108,4274,3462
340,2265,208,2064,2576
341,4703,3106,625,2032
342,844,1843,2043,4075
343,4651,3520,1956,1497
344,1965,4487,2198,80
345,1222,21,4693,2150
346,1133,4203,1224,2589
347,86,450,591,394
348,1498,967,475,2262
349,310,925,1866,2266
350,4655,2952,686,3457
351,2339,2424,2903,729
352,528,190,3282,2165
353,2684,4504,1667,2173
354,2741,672,4914,4482
355,1452,503,936,1679
356,1006,1001,1151,1467
357,1950,226,140,3683
358,3273,3726,2590,1222
359,1805,2021,2143,2067
360,1539,2095,1051,2278
361,4157,4166,711,3326
362,3011,1384,2813,4706
363,840,327,2858,3183
364,4582,425,4523,1500
365,2725,2956,4967,1878
366,1563,3100,555,2791
367,2135,3331,1611,2952
368,4924,4480,4808,1341
369,3623,2078,2297,1011
370,382,4731,1836,356
371,1892,3292,860,3069
372,2107,4513,2234,2945
373,4947,4849,807,1700
374,2114,213,3526,1627
375,4427,2635,2929,334
376,2920,3133,314,4629
377,3774,3419,4762,4235
378,2737,3584,230,1912
379,4445,1021,2869,4029
380,837,2283,643,4127
381,4283,1131,1912,1244
382,3433,3137,2623,1323
383,601,1002,3296,4936
384,735,3039,2831,2001
385,1846,4298,1737,1304
386,4763,1355,1564,1739
387,1658,4607,2505,476
388,2907,2136,3034,499
389,4838,2589,2453,4187
390,4629,2983,3733,4342
391,2958,4437,1560,981
392,1872,2661,1081,2443
393,3206,649,4395,3639
394,1960,4596,693,3398
395,1033,1120,864,2544
396,4236,771,4400,4271
397,2112,2169,1070,861
398,2496,325,2732,4774
399,85,1365,2445,1199
400,25,152,4935,2041
401,799,493,4265,3892
402,969,1051,1308,1618
403,823,2495,1601,4710
404,3140,1742,4238,1430
405,3608,3564,4126,3221
406,2658,4958,205,3845
407,180,1123,3903,885
408,1266,3190,2472,4845
409,4360,3711,4940,1586
410,2167,3702,1795,3759
411,944,396,4318,2211
412,234,3206,4545,2052
413,1048,3046,114,195
414,572,1805,25,1970
415,2182,4181,4588,629
416,1198,4283,2257,2922
417,4371,4397,1362,4989
418,669,1436,3376,3875
419,4171,4793,1477,663
420,889,3364,1500,129
421,2158,2475,4904,2893
422,1268,1233,385,1879
423,4656,2815,2390,2402
424,2324,1871,2714,267
425,1408,1439,2893,1202
426,1440,3447,50,3584
427,1793,3334,4997,930
428,142,4609,1624,1665
429,4385,4185,2524,2883
430,4545,4488,1162,3965
431,1688,1234,1547,1142
432,2951,3070,968,2293
433,1310,2655,536,1146
434,4635,3103,287,4658
435,4255,4924,4806,4550
436,2767,432,4596,78
437,3194,1993,4915,4367
438,242,3347,1921,468
439,4512,4134,4702,671
440,2397,3986,4423,183
441,1766,926,950,3752
442,1231,117,1591,3911
443,1844,1210,1596,140
444,2677,4967,3644,2581
445,4109,3107,2920,3176
446,818,466,1196,4368
447,3652,4914,1351,1747
448,4599,319,4886,673
449,1832,3958,1709,785
450,3241,548,2093,3132
451,1081,4457,2287,1236
452,3088,321,367,2062
453,4494,1477,4924,3916
454,3411,3203,870,1474
455,2570,3451,1613,3680
456,977,36,4613,3476
457,474,4258,2904,4731
458,3317,769,406,1097
459,3798,138,1516,3071
460,1784,1711,2348,362
461,4761,1168,1531,4200
462,4902,3234,4955,4086
463,3508,3850,3961,4998
464,4028,3053,1987,3006
465,603,3701,1770,4568
466,454,2648,3537,1392
467,434,455,2450,2149
468,107,2891,4893,4830
469,4406,1673,3421,449
470,3090,3224,3333,2008
471,3350,3668,1134,1280
472,456,4414,3133,1885
473,2943,943,507,2569
474,388,838,1758,1396
475,3424,131,1396,1069
476,2511,4495,1143,1734
477,4161,2392,1863,3088
478,959,391,622,4643
479,4420,1959,4474,1261
480,1433,3925,2012,4922
481,342,2939,2942,2318
482,2921,4430,1880,4410
483,3335,111,1916,2879
484,4165,1699,2540,4406
485,3591,130,3424,3451
486,4748,1007,3089,3905
487,3960,2516,2990,3777
488,2408,2900,1873,2694
489,2480,4528,3258,4738
490,3975,830,1125,1218
491,4675,4722,874,547
492,3830,2433,322,114
493,1264,1715,2168,4315
494,4751,3729,4499,2430
495,478,4102,2927,4103
496,4261,1154,2621,682
497,884,1044,57,446
498,1528,1912,4453,826
499,3002,3879,1526,3328
500,2029,4661,4229,2977
501,4383,615,4528,971
502,3087,2449,2986,4783
503,4116,1328,2014,571
504,200,3703,4547,1959
505,1200,3460,3245,3493
506,729,3613,4834,133
507,2975,3671,3305,2446
508,280,644,4565,4884
509,4142,1542,4283,3393
510,2948,2640,2268,2803
511,2672,4351,2891,554
512,3305,401,1619,535
513,3392,2096,2840,2050
514,1532,2631,200,3609
515,2017,3404,907,1523
516,4295,1187,694,1110
517,4397,1431,596,1701
518,3954,4662,4305,3201
519,2495,2197,4783,1461
520,4920,3499,1607,1839
521,1549,1235,2080,1496
522,1662,4023,1426,2821
523,1159,4515,3745,2557
524,1005,2737,4080,4012
525,2404,3172,1444,4515
526,881,3294,4404,1751
527,3847,4270,1959,4114
528,1851,4471,3004,790
529,3268,3301,4977,1293
530,708,1179,1678,373
531,2781,1297,1468,4420
532,1026,3243,429,4081
533,1540,4130,3584,4318
534,785,3510,984,675
535,1448,1852,2932,3635
536,427,407,455,3535
537,3024,2296,76,346
538,4736,791,3991,1971
539,4068,3466,3055,4053
540,1876,3110,1302,2817
541,4446,695,395,124
542,525,803,781,4025
543,4312,3252,1141,1769
544,3757,2175,4147,90
545,1886,17,4354,2487
546,4725,3184,1432,391
547,697,1536,651,836
548,1603,3974,3422,1421
549,1504,3705,291,1632
550,2293,210,2095,173
551,2228,992,4252,92
552,2061,2093,179,2004
553,4124,3479,4778,3691
554,2581,4533,4204,4014
555,4365,2157,1730,4622
556,1719,3985,3852,480
557,3063,1301,3386,4208
558,1970,1544,713,2138
559,2651,4948,3593,2005
560,4562,3890,2085,1226
561,3571,2326,189,642
562,1951,4097,1644,3676
563,1645,4834,2727,802
564,4270,414,986,622
565,1885,2925,4529,538
566,1747,612,1441,650
567,361,893,1043,1670
568,1514,2454,4953,1955
569,2043,1583,2743,258
570,2572,1349,4944,3206
571,4888,621,4154,4529
572,564,3355,1746,595
573,2300,3320,3415,669
574,1383,4971,3398,2493
575,1291,3033,2394,3900
576,2656,2055,2898,4625
577,3044,1674,975,4352
578,1282,2200,2651,251
579,2918,4295,593,2556
580,4905,3208,56,1713
581,1598,1658,4303,3295
582,2332,1641,586,4256
583,1775,637,3240,3506
584,2224,4423,4116,1609
585,2993,2863,1776,646
586,4016,2236,1574,947
587,4918,1689,1137,471
588,1948,2196,2299,4555
589,4929,1532,1460,2888
590,1931,3387,1703,465
591,2777,160,1152,3233
592,4249,582,4989,2853
593,2001,4663,2823,3563
594,797,966,2488,3703
595,380,1468,718,1602
596,4381,629,3689,246
597,60,2035,1221,3551
598,2997,2135,1579,2088
599,751,2739,3278,4767
600,1642,3183,3238,1488
601,4782,3544,3159,413
602,749,441,4885,3122
603,4468,581,1431,3930
604,206,4693,2351,4175
605,62,3445,2101,3470
606,168,1738,4836,1157
607,2664,2445,3827,3960
608,3957,4956,2902,2184
609,4216,553,2833,1624
610,1602,4709,3453,1361
611,4742,983,4964,876
612,4393,333,4877,927
613,136,1076,871,4713
614,3192,1996,92,3924
615,2542,4555,3382,4381
616,1038,4556,944,4681
617,1165,3603,1056,2590
618,627,372,427,4001
619,3114,2403,992,2741
620,3930,1498,2240,1775
621,476,836,1384,307
622,4615,734,3357,1706
623,2330,965,218,1103
624,17,1566,1247,2994
625,748,4352,2953,4760
626,3723,855,1583,2974
627,238,3371,3704,58
628,4158,4630,3464,1842
629,1750,4898,659,3235
630,3243,1621,2149,4177
631,3142,852,48,3403
632,691,4825,1600,2146
633,4940,4769,70,2846
634,202,4570,1005,1326
635,3986,1954,4334,2125
636,251,3468,4724,4079
637,2912,2618,3732,3049
638,1696,2465,3545,1754
639,1416,2506,906,4188
640,4179,914,2165,4848
641,3485,482,3984,873
642,2357,2488,2836,3868
643,1311,3401,1636,2064
644,4588,2709,1145,3878
645,923,3608,1338,732
646,3097,2517,3132,4859
647,1248,4762,3172,3508
648,502,4444,1523,2256
649,1543,1438,28,4917
650,1501,2726,1111,3419
651,3639,2612,1209,2555
652,1083,2869,4541,3296
653,1777,1827,3706,3751
654,4239,196,3955,3174
655,1245,862,4745,3809
656,2012,1924,420,2232
657,1592,798,993,2078
658,599,971,4093,2501
659,4432,4132,77,3628
660,2750,498,3039,3118
661,3136,1861,4507,164
662,1981,692,446,1811
663,809,844,155,2104
664,2558,4664,3989,4490
665,3523,2397,2860,798
666,228,1359,4393,2344
667,2769,475,2721,2963
668,4034,3443,2508,15
669,155,4021,3626,2394
670,2555,2658,1945,4118
671,3630,3078,1558,4812
672,294,1316,3122,1909
673,1152,1713,3727,4517
674,4331,779,967,1292
675,2597,4715,268,4281
676,2026,3271,2215,1803
677,4144,14,445,4828
678,2196,3503,849,3933
679,715,1149,332,655
680,988,4477,3029,4190
681,4259,2361,4242,2226
682,993,172,2968,3909
683,2627,2191,2303,2235
684,1394,4839,4338,1201
685,1404,1749,2032,1650
686,376,4116,3354,4443
687,2082,2643,2941,1925
688,1150,3775,119,4852
689,2942,2113,4645,4304
690,2325,574,4490,2323
691,947,1196,4446,4371
692,3805,2650,1875,2547
693,2661,711,2017,1633
694,2450,4372,3427,4415
695,3276,4621,2788,1002
696,4473,1103,772,2566
697,4698,678,538,3737
698,1763,772,4878,4712
699,943,4718,1715,1596
700,3919,97,2025,4336
701,914,538,4201,2919
702,4307,3394,4388,738
703,4296,4266,588,1990
704,526,1166,3934,3779
705,4764,4945,3128,2044
706,910,3365,3279,1208
707,3883,1984,882,1159
708,3753,1533,449,982
709,1525,3156,3994,2815
710,4842,2307,4287,703
711,2137,3240,631,220
712,555,3051,2962,2655
713,3748,2500,1964,3423
714,752,222,3807,794
715,4440,1291,977,1378
716,2809,2173,1168,3446
717,4664,4632,1055,4006
718,796,5,4888,1531
719,1365,4162,3347,3720
720,738,1822,4330,1434
721,2336,4833,2446,4258
722,3153,4058,4336,983
723,4399,4891,2648,2174
724,3251,184,4995,3540
725,2117,4523,3548,2999
726,94,418,55,1161
727,240,3247,1618,1240
728,4202,2030,1401,579
729,3781,3227,1855,4539
730,2922,1275,1519,3298
731,3609,4381,738,1024
732,44,3595,2034,1540
733,1462,1422,2560,2319
734,4648,1176,1488,3742
735,4311,1791,1718,3178
736,3534,530,3775,4479
737,4650,3325,2537,2540
738,4769,1644,2769,521
739,3483,3101,2948,3318
740,3320,2860,2444,3124
741,3717,4018,2595,297
742,1589,3762,415,1147
743,1306,1112,909,2827
744,1944,2831,2910,447
745,3922,2895,4827,835
746,1764,589,2349,711
747,1270,4036,3834,4246
748,2657,104,2115,4800
749,2085,817,4045,2962
750,1677,3607,1412,4689
751,3535,3316,4777,1741
752,4858,4824,4975,849
753,417,1382,2421,1210
754,1998,641,2010,3753
755,3445,773,2712,2189
756,4780,2557,1206,1363
757,2335,647,436,2956
758,3635,2971,4526,789
759,2535,312,727,1309
760,1106,1830,4675,4960
761,4939,4287,3679,4063
762,2775,272,2911,410
763,1180,964,3957,2404
764,3129,231,2566,1509
765,3559,2494,1567,1680
766,1393,1484,3189,2191
767,1812,1058,2951,2751
768,2646,2678,2541,2428
769,2802,2305,3433,4850
770,4027,1003,1359,3784
771,3230,4412,4568,247
772,408,719,41,4060
773,3793,3734,804,583
774,3282,4407,3784,3226
775,1114,2666,2372,212
776,4355,2498,3816,1162
777,4433,4039,2369,4834
778,1700,3772,248,125
779,1116,4343,1711,2979
780,576,420,4059,4388
781,960,2017,3298,4500
782,1990,2266,1930,3346
783,1848,4104,3511,2907
784,4923,1299,4553,3210
785,3944,1572,212,1486
786,3809,922,3166,4682
787,2683,642,1062,4985
788,12,3541,1671,804
789,4254,2490,195,3895
790,2639,3170,4258,3116
791,956,2034,1044,757
792,1871,2351,159,4196
793,4501,4448,2241,626
794,391,1009,2500,4391
795,4030,2749,2683,1950
796,1636,278,1716,4939
797,354,858,2030,1287
798,2788,110,3351,1696
799,1085,904,685,263
800,1011,3593,2036,4306
801,4575,508,4672,691
802,1053,1160,2612,2757
803,4231,1862,2005,3365
804,2818,1879,4158,991
805,3983,2471,1989,163
806,4787,1604,2356,838
807,3128,4711,4132,960
808,535,640,4669,2500
809,4694,149,4179,672
810,961,1599,4583,239
811,131,2221,4790,2171
812,3959,1413,2066,897
813,99,4870,4048,3865
814,3014,2922,619,4061
815,4303,669,1768,3939
816,2179,1627,1361,4765
817,989,559,4310,2931
818,4753,2960,2584,3735
819,2200,4749,4497,1551
820,1774,3481,137,4865
821,935,4094,3979,598
822,165,4651,3448,2216
823,2999,851,2949,343
824,926,1302,1732,1669
825,3738,4581,2214,2208
826,403,2164,2531,3192
827,4336,4155,2142,4756
828,3272,2615,2985,3524
829,4496,3852,2896,1464
830,1902,4415,3271,2000
831,2889,270,1869,79
832,1208,2145,2146,4762
833,1100,154,102,2033
834,34,3598,2304,2912
835,4714,4218,3860,4109
836,998,4328,3428,4044
837,4606,2440,4295,3200
838,4876,933,3767,2018
839,1068,3697,2959,3438
840,4625,4981,4530,3486
841,1318,1315,4306,4747
842,2633,1173,688,2021
843,3152,2993,3431,1311
844,3303,2692,254,4239
845,415,643,467,119
846,2468,2818,3591,1000
847,3461,1017,174,4491
848,4305,4936,3579,3343
849,3903,2545,1760,3194
850,1924,3594,3136,866
851,3365,4366,1430,2941
852,419,720,4127,2520
853,1729,87,1900,3599
854,3685,1667,2793,4488
855,1415,2142,761,1047
856,565,813,1220,4993
857,3099,3802,873,2950
858,2836,3945,2811,1914
859,4425,2624,3479,781
860,3956,1618,2468,1278
861,2503,3716,1751,2699
862,4889,4105,4169,4962
863,43,604,2311,1482
864,4199,4169,2480,1681
865,1469,43,1199,2766
866,580,3916,816,2745
867,3369,4645,2785,4769
868,4497,3155,1512,2093
869,2880,4063,680,1352
870,4875,2521,4383,3389
871,1614,4129,1198,107
872,3733,839,2551,3209
873,2645,675,2754,23
874,1362,660,4371,3064
875,3737,3164,46,401
876,1743,3749,307,2793
877,1637,1286,1990,2459
878,909,2467,3507,576
879,4610,3044,1079,4979
880,4783,948,4691,368
881,1866,607,2322,915
882,4035,3977,3665,2474
883,4853,2672,4562,4941
884,2365,1721,4362,4506
885,918,2995,4793,1845
886,2817,4659,1429,1688
887,2864,762,633,111
888,1348,2609,1407,4409
889,3800,4706,4758,328
890,1007,1356,2196,3840
891,4212,496,1280,3835
892,1693,994,687,4110
893,392,557,3779,1793
894,1049,3982,141,3286
895,4551,3036,4763,1877
896,2813,1253,2366,962
897,2431,4015,2527,2824
898,3358,2518,3246,2214
899,1717,1022,3048,857
900,2403,3708,3139,1427
901,1230,3089,82,2878
902,598,1811,3868,7
903,3414,3756,2274,3155
904,402,4358,3184,3098
905,4996,1285,3864,4716
906,48,451,4104,2381
907,2600,602,3309,2862
908,1188,1000,2392,1789
909,147,4096,78,4369
910,148,3614,530,3645
911,2142,2022,2199,3666
912,1134,126,865,1485
913,277,3744,1895,763
914,4991,2258,1897,376
915,1272,2227,1683,3991
916,1411,1218,3848,3243
917,4638,3021,4552,4262
918,2613,3358,4289,56
919,707,3275,3306,3253
920,498,1311,3215,1953
921,1627,2336,316,35
922,3910,1052,1147,369
923,4064,4127,364,4720
924,3004,1915,4493,1729
925,3560,2882,1015,282
926,1065,939,3620,2970
927,3010,297,2600,1827
928,2710,3060,480,4469
929,3145,3209,1060,4991
930,3252,2728,919,3826
931,2222,2639,4578,479
932,2854,4904,2733,942
933,3037,2594,3057,4671
934,4225,3918,2725,558
935,4394,4029,1495,4142
936,1633,1388,2848,2616
937,337,3888,3462,2730
938,4479,3263,2492,1258
939,1179,3191,4974,3219
940,639,3376,3161,3313
941,845,4902,2042,2537
942,3968,41,2710,2748
943,2170,1197,1211,70
944,3815,2567,2834,4855
945,1376,361,4899,2801
946,2363,656,3867,2260
947,3304,3333,4120,1894
948,1027,76,4912,454
949,3657,1138,1899,4186
950,2312,1133,115,10
951,4160,1279,768,1907
952,711,3018,4782,3591
953,540,2478,4852,276
954,4286,3341,3990,1906
955,4177,2660,3660,887
956,1881,2540,1048,2657
957,4957,3147,4491,2037
958,2252,2689,4500,304
959,1191,3367,4678,450
960,2815,269,2603,2902
961,2181,2076,4594,3619
962,4024,1629,1814,4737
963,4702,2774,2871,1730
964,848,4011,4636,1872
965,4242,3692,866,2194
966,1787,1576,2939,2486
967,1309,4120,4245,2264
968,1692,1957,3416,854
969,3319,1985,4804,424
970,1667,4432,2866,4522
971,2326,4356,762,1919
972,4364,2486,2709,2785
973,453,4005,4192,2983
974,2578,1231,4622,2892
975,3653,1570,1300,2393
976,2146,1907,3226,705
977,1101,3597,2228,2642
978,3240,1307,380,2420
979,1069,3818,2787,788
980,2198,749,3629,1108
981,444,2578,2069,83
982,4962,4085,3917,2772
983,1374,2347,3796,1611
984,348,2551,2604,1639
985,1907,4212,3418,4191
986,2308,4208,3671,1594
987,3511,370,368,458
988,986,731,930,2283
989,4131,4176,1025,485
990,3745,3035,2102,2603
991,2459,527,4349,624
992,4564,2555,3071,3704
993,3810,4301,3155,1582
994,170,1592,3746,4350
995,523,3870,4236,2564
996,2140,2696,1640,3536
997,4269,2214,338,2672
998,3280,3024,2641,2904
999,1973,3123,3871,4400
1000,1329,1709,1415,786
1001,4818,1035,2177,3113
1002,4318,2497,1903,3831
1003,1192,1499,3919,3196
1004,1899,4475,2678,687
1005,3683,491,1069,2491
1006,4903,4370,1150,186
1007,3662,1274,876,2100
1008,324,477,3329,4634
1009,879,2468,3832,1814
1010,3670,71,4391,4542
1011,1554,195,1556,1285
1012,2391,1464,3229,1004
1013,232,1230,2256,749
1014,1574,3688,3410,4654
1015,4998,3543,1828,3412
1016,3606,707,702,3014
1017,2090,812,1087,3439
1018,1505,228,1329,1029
1019,963,4326,1533,2755
1020,3741,2574,3546,1514
1021,384,2720,2656,4759
1022,2190,288,1244,4155
1023,4121,4431,2567,1243
1024,4894,1972,3075,4875
1025,3472,2324,4279,530
1026,1615,1612,4282,3677
1027,352,413,3284,293
1028,4792,4363,1210,1795
1029,4800,489,4744,3182
1030,27,4157,464,2275
1031,3245,2536,4215,1298
1032,4613,2854,2422,4726
1033,3826,2234,1459,1605
1034,323,380,2759,931
1035,1823,1920,2475,3020
1036,2141,298,360,3131
1037,1031,2822,3595,3381
1038,3377,2874,3342,2656
1039,1746,2276,545,4141
1040,1736,546,4455,4975
1041,916,1393,1017,1300
1042,3436,4028,1980,2631
1043,482,1815,1602,4630
1044,1271,2669,1569,4254
1045,1190,1500,3295,2058
1046,3861,2232,1861,2167
1047,56,293,3450,46
1048,2751,1219,4130,1403
1049,4660,565,265,1471
1050,4260,2204,4958,1622
1051,2838,4985,3496,540
1052,810,59,4457,1727
1053,3064,4550,4012,3894
1054,1186,2827,120,1117
1055,2096,2790,1071,455
1056,1785,4921,4956,3654
1057,2869,452,783,1954
