,1,2,3,4
406,407,844,496,394
407,887,645,997,122
408,1022,1159,1337,1288
409,1460,778,986,1547
410,1543,1521,624,710
411,452,1383,190,1475
412,239,1218,226,1185
413,624,578,1534,1420
414,1536,444,1058,1538
415,1257,1336,370,219
416,1595,1420,391,1053
417,916,391,1068,1274
418,1487,1111,724,236
419,1073,280,72,1307
420,496,1435,778,1555
421,1465,254,115,703
422,1042,1582,1491,1079
423,1206,1163,4,625
424,148,1400,702,1090
425,950,928,1178,1021
426,413,1102,1276,1270
427,830,490,670,57
428,948,892,1157,429
429,668,770,1413,1245
430,289,473,548,1305
431,674,939,1044,592
432,521,1212,3,1355
433,660,2,316,1254
434,1212,1316,1473,438
435,1029,505,275,1378
436,1345,1483,99,95
437,224,555,424,1278
438,259,457,958,764
439,467,553,1125,288
440,1531,990,438,68
441,1321,1459,1380,1064
442,1520,976,933,799
443,463,1510,805,1295
444,959,810,455,222
445,440,1488,826,873
446,113,684,1007,1545
447,173,788,1374,574
448,586,1225,733,284
449,822,1076,747,279
450,316,833,1075,1182
451,391,1217,35,1451
452,146,1084,92,230
453,1103,187,1236,1336
454,1559,156,623,1382
455,1425,318,1400,496
456,464,110,931,963
457,419,1202,622,1368
458,1054,1304,795,1425
459,1249,912,1501,793
460,1164,112,922,26
461,24,282,935,1287
462,429,1544,90,1389
463,263,1140,170,1300
464,170,672,1401,1149
465,637,1527,493,440
466,114,563,1444,1054
467,551,1392,407,889
468,1396,1273,992,301
469,1284,293,579,1342
470,457,1572,946,39
471,178,1547,97,842
472,115,1464,1106,101
473,272,1408,1431,506
474,725,523,1161,666
475,493,539,1313,157
476,1365,688,1440,830
477,977,240,668,396
478,214,456,769,482
479,1504,999,573,821
480,1220,304,666,1020
481,1217,253,1320,860
482,791,1413,663,1339
483,601,405,1412,1242
484,236,1201,39,386
485,518,1107,1427,782
486,180,239,723,287
487,607,742,388,426
488,795,211,271,1067
489,381,561,12,868
490,1231,981,1289,376
491,754,1333,773,536
492,140,1427,1212,221
493,1577,822,829,1426
494,1069,205,101,892
495,882,199,1235,158
496,1432,61,980,1255
497,1087,1449,181,89
498,1215,601,857,1423
499,60,586,1254,564
500,222,483,1263,182
501,1360,652,399,962
502,1306,1407,1231,1221
503,130,612,990,1499
504,697,609,815,1529
505,1095,1171,326,1594
506,510,127,1586,1159
507,1508,726,1496,1181
508,27,83,719,1227
509,1222,1223,180,283
510,1244,640,886,652
511,1428,241,1297,679
512,1001,1119,1193,163
513,461,1597,1114,688
514,1333,338,201,1485
515,938,1390,945,1075
516,61,1156,1321,1541
517,330,38,1131,716
518,136,1478,117,1276
519,1440,936,160,110
520,1142,48,1133,631
521,366,1213,913,581
522,1200,1344,927,488
523,1379,515,284,702
524,555,576,717,1158
525,1483,642,1346,58
526,937,1502,540,103
527,1539,795,441,1380
528,335,759,472,1590
529,90,1515,434,1290
530,1179,623,262,816
531,756,1100,126,1024
532,744,547,776,1507
533,280,1089,301,521
534,871,425,492,1406
535,38,816,565,771
536,286,26,1566,561
537,167,558,1522,444
538,1083,375,783,404
539,1100,194,1559,401
540,1210,794,603,1384
541,843,704,187,1309
542,952,452,1049,1369
543,576,238,1375,1039
544,1237,681,871,790
545,1312,413,896,1546
546,767,479,768,1532
547,896,734,644,447
548,680,359,620,698
549,540,313,754,1171
550,1096,551,1153,587
551,989,825,527,1318
552,216,922,758,1192
553,973,298,469,755
554,1350,855,650,345
555,646,792,192,1142
556,1573,533,1239,1273
557,468,14,1245,571
558,873,12,351,1044
559,867,134,1317,785
560,12,36,765,808
561,1356,1395,1329,851
562,217,336,728,1180
563,912,987,1243,1386
564,1156,1093,61,1235
565,107,1069,1577,1006
566,1160,875,873,1170
567,1372,308,22,349
568,696,1234,851,1147
569,274,1263,1385,127
570,899,1405,233,1338
571,765,624,942,610
572,103,1292,656,780
573,262,945,319,227
574,1243,918,64,351
575,1163,1552,1558,1301
576,544,266,988,425
577,777,177,1191,328
578,633,1560,83,1173
579,1516,846,269,758
580,726,1454,1463,341
581,89,23,669,1569
582,1568,813,1195,1206
583,246,1130,9,119
584,1013,1426,544,467
585,841,800,1468,546
586,988,1452,523,84
587,313,31,787,527
588,1581,11,882,63
589,270,500,1215,434
590,1140,1443,1142,570
591,75,1347,162,1479
592,33,954,704,569
593,1555,757,1471,773
594,1384,1008,1094,969
595,122,301,1294,1533
596,1088,141,1369,1471
597,694,973,406,398
598,338,975,1573,1393
599,384,637,984,708
600,955,1176,802,887
601,760,1519,1570,560
602,972,101,1316,531
603,1501,703,515,477
604,987,1260,206,42
605,1110,1129,1595,985
606,190,1198,1576,1203
607,641,1210,425,848
608,1263,689,7,1410
609,308,306,320,270
610,484,569,474,1115
611,1055,783,1420,1457
612,728,1071,639,596
613,581,501,231,233
614,1011,966,577,748
615,211,633,16,1215
616,460,65,689,869
617,1320,1382,530,711
618,1500,541,270,1528
619,318,926,79,417
620,838,1133,899,443
621,1170,1374,1008,505
622,1187,1520,348,379
623,1296,995,852,1584
624,1540,1371,979,676
625,36,17,1330,1229
626,964,182,877,1474
627,285,62,1302,1000
628,1307,956,831,609
629,1583,1141,557,205
630,764,802,1403,51
631,1279,711,928,638
632,1235,842,1257,347
633,998,827,613,1104
634,1319,1073,1083,312
635,128,1534,1515,946
636,768,268,1264,523
637,507,1095,643,378
638,503,953,1589,853
639,810,630,1043,1574
640,1572,881,91,153
641,1422,889,559,746
642,884,1035,1584,319
643,605,1376,1429,675
644,207,1587,479,113
645,918,662,1301,242
646,1278,1139,1523,1417
647,996,714,1414,1246
648,1542,1335,26,855
649,750,106,890,37
650,106,175,450,945
651,539,769,278,248
652,1276,464,863,99
653,1503,1573,1197,1421
654,625,288,593,604
655,650,402,878,1251
656,86,853,1561,1445
657,1122,960,1234,240
658,375,1186,51,1598
659,405,1512,390,1059
660,1550,1578,185,891
661,348,50,1140,1005
662,1398,1598,1186,1585
663,1136,886,1163,293
664,751,1027,1358,1434
665,1490,305,1348,857
666,616,85,379,517
667,253,1495,252,548
668,101,1388,924,1468
669,635,1264,215,41
670,737,849,359,450
671,773,829,1107,191
672,1211,532,1363,774
673,587,682,465,454
674,1470,509,393,226
675,902,90,1453,1412
676,1448,1051,739,643
677,163,1021,970,493
678,1373,1536,21,882
679,402,169,1535,1463
680,1202,727,1141,1456
681,796,927,1548,807
682,1036,472,701,1308
683,1065,543,440,1465
684,220,877,1311,353
685,817,1545,447,993
686,1226,330,1504,732
687,502,1523,1464,1567
688,1317,728,369,492
689,1044,142,196,340
690,1596,1038,1395,1127
691,476,475,514,1183
692,1519,1421,507,1232
693,1570,840,1376,364
694,828,1074,15,580
695,62,1424,1277,1160
696,790,1569,341,637
697,219,1460,1174,724
698,488,511,789,916
699,522,719,484,366
700,617,1042,1388,923
701,1454,834,412,1515
702,1154,1144,912,1428
703,425,1258,414,1293
704,1258,502,210,1387
705,46,691,983,769
706,1060,255,653,1520
707,56,841,31,142
708,565,1279,1096,1281
709,1149,166,563,390
710,1359,782,29,1177
711,595,381,288,183
712,149,455,477,926
713,390,1332,1051,579
714,742,1145,429,85
715,151,1317,996,1291
716,439,448,168,1447
717,1106,1124,883,552
718,620,874,595,706
719,1176,407,528,388
720,40,1485,1279,1175
721,550,132,1192,586
722,779,1256,1216,1248
723,1290,1104,1465,515
724,424,1003,1531,28
725,117,1331,1033,1110
726,1225,188,1091,1577
727,984,84,1020,94
728,351,807,580,1243
729,1221,1123,458,1365
730,1435,235,415,1492
731,347,1303,143,740
732,495,1181,154,864
733,542,1164,1267,1151
734,1288,935,1050,1263
735,511,1,499,988
736,1102,91,1524,483
737,319,435,135,537
738,1437,1401,777,1029
739,710,693,1411,1097
740,608,1194,964,392
741,553,1538,738,263
742,105,1530,914,1477
743,995,524,715,335
744,304,49,100,1490
745,143,197,368,1360
746,897,668,223,1539
747,763,1432,545,910
748,1427,218,1147,1217
749,1056,60,612,990
750,961,1533,140,1014
751,836,904,1552,763
752,953,1310,583,572
753,1429,1506,1227,34
754,805,673,1585,1052
755,812,212,282,461
756,736,135,1517,937
757,432,1221,1057,1137
758,233,1356,1105,487
759,482,115,435,908
760,1566,1350,887,1046
761,85,193,84,1392
762,487,410,960,420
763,1229,129,1425,562
764,1449,924,195,1093
765,192,1540,888,427
766,749,1015,1435,1374
767,193,270,700,811
768,1489,1187,991,121
769,1053,552,568,965
770,312,168,1345,798
771,317,1241,678,1367
772,639,181,605,1460
773,213,594,377,98
774,1547,1242,587,246
775,500,53,1502,485
776,1518,1294,745,1403
777,385,345,955,595
778,80,396,216,1198
779,453,379,461,1487
780,1208,1135,1246,752
781,144,63,1152,535
782,1094,1529,1035,1057
783,700,1254,1101,1334
784,1008,867,309,865
785,1588,1480,1519,878
786,275,1204,864,1398
787,41,1445,251,216
788,1523,1477,599,655
789,409,394,632,930
790,1469,1406,1487,189
791,119,226,1081,1459
792,1219,1150,345,653
793,774,1288,1514,409
794,568,55,207,665
795,567,506,158,140
796,1239,492,1210,1271
797,1198,1205,500,1349
798,185,993,291,1210
