,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
12,6676,6194,423,2493,7281,931,3139,2735,8031,3461,5002,6555,6888,528,7641,1495,1973,4383,7496,5903,6592,7229,6245,4419,3293,4648,2564,7896,2335,7942,5634,6766,3677,1874,3890,2198,6420,719,7596,4052,7427,7780,4878,7172,802,6003,3112,7894,2007,7233,7816,1398,4374,6301,3955,2887,642,2213,4917,5352,5506,739,3962,4054,7248,6284,5918,8049,6879,2430,4740,8001,7643,6061,6841,7073,5143,1295,5672,2942,2231,6674,4840,617,5495,2081,5616,1300,435,5314,8138,5014,6902,7413,1011,356,1249,1768,854,5220
13,5085,2489,5232,4263,1552,2200,7192,1748,5013,737,6419,4452,5274,944,5126,5197,8085,3505,2561,7678,4596,4643,4729,2305,44,5635,1650,3355,2641,7530,2902,5725,2304,1080,3622,3289,7318,7558,1064,3788,2637,4019,2063,5114,6626,8062,3257,4079,8128,7543,8053,2140,1950,7624,2317,1383,5463,3150,6668,5706,6336,2748,486,7352,7926,216,1070,5593,4024,1746,1144,290,3844,3305,346,3280,4470,5603,2631,1072,7513,7068,5109,2317,7823,5410,6926,1788,8137,5346,4262,5950,6809,7270,2247,7986,4858,2977,5338,500
14,1236,4147,7732,236,1474,7226,3171,6769,7314,5718,6983,5537,4002,1079,301,795,5509,4143,1708,363,7581,6190,2775,769,7672,4594,1460,4031,1730,6342,510,172,2111,559,6868,1854,4624,3651,5118,4545,4476,2462,3441,7380,7385,12,2396,1157,4913,2047,3438,4333,1583,4223,1940,6050,7167,6162,4565,7361,919,6991,4533,8076,447,7078,885,7712,7885,1028,3200,187,669,6882,2197,5825,4144,6140,530,665,1844,4287,959,4565,2846,4050,3954,1013,5153,4590,1772,5667,3015,3291,3088,2825,3036,1603,5535,5477
15,6859,4192,1620,1267,523,7949,1828,371,4273,6082,5947,5832,4531,1075,6343,5839,7453,5674,2493,4325,5499,4383,6958,7427,1661,727,3691,6090,2265,5585,5330,561,6911,5560,4358,4858,5895,1222,5824,7051,1656,4672,5927,3311,7052,982,3347,2150,3398,592,1282,888,4809,2996,3424,7958,551,3749,2544,3856,2245,2590,5785,6128,761,839,7053,3624,4514,4452,6404,7562,2858,4055,1924,1700,4727,5572,717,6282,5570,1996,8074,5031,4678,2640,795,5051,5547,7072,2796,2215,4317,7618,2327,5552,3408,4049,218,7011
16,7544,1641,6320,3602,2205,893,4237,6877,7145,6043,7446,687,2521,6350,1340,5131,6874,6377,2004,646,8008,6571,307,3882,7955,1618,3858,1414,4411,4935,5436,7786,3324,5634,1180,2700,7754,6038,6307,2821,3657,3944,5031,5963,3075,4835,5752,7084,3745,4510,7151,2151,7881,2329,7185,275,691,3158,552,6383,1530,2974,6859,1550,2919,939,2321,4450,6847,752,4963,3525,8021,5716,4832,6667,2799,6947,7171,2314,2657,674,602,5122,221,3051,6842,460,2821,3644,1253,2113,846,5135,3602,5014,567,3314,6828,4073
17,1160,2671,6832,4250,2284,6281,2751,6257,508,1605,2760,7728,7749,666,7027,8094,2873,5625,4490,1382,4442,4085,2181,7,4775,3379,4493,722,597,6911,1001,5559,534,7641,7741,851,7187,4299,5032,2810,3649,7009,2316,3713,3218,7929,2591,2435,7949,2336,4258,6114,3996,6908,2026,6781,1635,7572,185,3277,1147,7106,7204,6669,3153,524,1269,7681,2290,4340,1951,4636,6108,3722,7844,2681,2709,7766,6342,4952,1514,1869,3702,7459,7742,214,6549,7884,7499,6106,4542,5054,1595,2480,7847,4100,1925,6242,456,1829
18,4721,7403,3778,5340,2592,5630,7235,1717,1987,6046,2008,7063,758,239,2817,7201,7993,6630,1325,4829,7134,7495,6490,4611,6344,5626,6232,1425,2998,2455,314,3892,5487,85,2200,6193,509,1881,6389,2273,6390,5004,3345,2093,8068,5242,1850,4747,180,6752,7131,2993,741,706,5674,241,1912,2023,2542,100,6974,2382,7840,294,3464,4598,5658,1862,3093,1415,1072,5034,5925,1860,1153,6346,5727,2348,7191,6364,3315,4927,3942,2594,1829,7410,3461,6988,3935,2878,3962,6002,4266,3493,2484,7448,7605,931,2523,1484
19,1287,124,164,47,7464,5739,4948,4016,3136,475,8034,5103,1246,3206,5610,319,3887,2726,6093,7653,2175,18,699,566,5719,3133,847,2133,936,211,1338,6108,90,3643,2266,1951,7498,3473,1997,5116,1639,4450,6258,1878,3047,3454,1351,3077,6596,7715,1812,4113,5367,2366,5266,4847,3235,5736,615,3272,4209,5295,3614,1940,6895,5080,7042,7363,4665,134,5396,2463,1246,4511,782,6565,814,1547,2503,378,6517,7488,6594,372,300,7296,6394,1926,6450,524,731,3445,4404,4849,3994,7802,2170,3846,787,7335
20,6543,7711,68,4874,7301,91,594,6884,3856,5183,6802,6521,1301,3628,5473,3895,1124,4665,2660,6279,6824,4293,5678,949,2574,6268,7109,2540,7062,7228,4856,3257,5719,5004,7379,7228,2514,4565,6914,6918,4283,646,6772,573,1613,7476,5840,5152,3472,4912,5319,4145,7777,7352,6561,7970,2167,4081,7110,3960,1439,833,1305,7721,5353,4721,3429,7097,5841,4592,1198,2024,2102,6918,6463,7905,3231,6549,4806,2730,2079,2901,3831,6255,561,3638,485,6621,3590,2914,3101,5404,2230,1877,3983,7894,2036,7404,1890,7685
21,7044,2948,7629,231,1461,7953,2526,4901,6026,3729,4726,70,1894,3110,5052,1005,320,7941,672,7488,2341,7527,5768,6547,6294,7208,2959,2640,3868,2454,1059,2277,2125,573,77,2269,3139,5255,2806,4226,1410,4643,2297,786,6303,5964,3136,621,1305,337,6156,5883,2908,6163,1930,1671,938,929,2470,7545,6367,5658,4775,5934,6095,7056,5887,1722,6506,2285,6967,1434,6976,4293,2385,1633,2896,7563,4412,2185,1124,7961,7774,7509,6894,6778,1209,2131,4529,720,5678,7939,5326,7817,2060,3997,5106,4531,970,1678
22,4976,5822,3980,982,4894,6243,4541,6775,4943,541,2082,4583,6187,4354,3735,7111,2458,4980,4871,195,14,2908,6170,5070,5214,2662,8039,6773,4374,2093,5937,3628,543,2687,7067,2875,2146,929,4042,4641,2108,6566,2084,6292,562,7308,1829,3088,6863,3854,5072,6313,7259,6153,2534,5172,4369,7140,6217,3984,7488,502,5362,6334,2657,7543,5838,5530,4830,4571,4285,7981,4145,2348,4553,5476,1534,4220,2923,854,1583,2448,2583,1491,337,6311,3109,1791,4092,2196,419,4536,5812,6485,6913,6505,2686,1506,1577,7850
23,4863,7667,615,5310,1809,7799,2754,1118,3343,5266,1107,1561,3434,4308,6687,670,3234,8113,7981,6049,4511,5383,1996,1158,1832,5661,3369,8067,1603,5558,2118,7179,3615,4858,5735,583,1917,4445,885,7574,5241,7186,7196,6505,3780,4478,100,3455,4229,4598,7190,2414,3725,5802,3506,76,3095,2548,1099,3806,7937,3876,1826,8081,6257,5430,5588,7454,3966,2718,7033,6708,623,900,720,3298,3307,4007,7745,4779,7586,273,5592,6994,3746,2613,18,1433,5392,4421,7330,7486,3352,84,3779,5254,5543,1461,1911,1737
24,2695,7896,6412,1925,3750,3123,438,7308,267,192,1552,130,1997,2879,5686,6173,2646,5530,8083,3749,4394,285,1470,59,2022,1141,3973,5893,6201,945,6525,8130,3660,7981,1199,240,7770,694,5770,3196,2364,7748,6860,1091,2793,290,7403,1918,2983,7947,7335,950,367,1522,4740,2700,1080,5899,7796,7141,971,4653,7679,5707,2820,4856,6643,7485,2584,3595,2037,1037,7452,7391,6625,1385,5821,7571,1573,2215,6326,7314,3005,2423,6121,3243,7335,2642,5533,1924,5921,4891,6299,6648,4179,3198,2530,7558,3735,5584
25,6453,4303,340,7103,357,5781,811,2754,2357,4595,2778,6169,4161,2477,1108,4428,2670,3079,7360,2156,7771,6468,4979,695,3464,6692,6458,14,7072,7020,7752,3338,675,1867,7759,8082,2224,4021,7224,1920,5650,3978,2005,519,4607,6166,2402,2008,371,6513,6628,6209,144,5575,1140,5428,7957,2127,808,7416,2803,5648,1689,6785,5136,6977,3101,4266,1651,2668,7851,7278,2890,3891,3338,1392,265,1229,7088,4203,6647,488,2853,4623,2613,7783,7860,2701,5221,4656,767,4059,3033,6470,5301,5885,2884,3714,5686,7584
26,5889,600,2824,4936,3307,5558,157,5147,6394,1975,4325,6001,6536,2619,725,3720,5154,2410,7352,6863,5744,7159,5991,1385,1077,3793,4663,1117,497,2472,6401,2894,7789,3664,5518,4112,4171,1617,7125,1430,2383,682,3446,4793,7483,8127,3042,5419,6468,2188,1482,6191,4110,456,6994,6675,4988,2442,1682,293,2580,24,6774,4057,2010,6618,2786,5953,4989,5190,1784,5719,7626,6118,4517,7402,6240,8047,3341,1413,384,3836,490,5027,5434,6954,7328,6105,7813,5432,5948,4649,3674,400,3024,2316,7733,1763,6929,5814
27,7626,5493,971,2180,3025,1084,1400,4178,2797,7767,729,7734,1450,1746,6352,793,1457,6551,4025,272,3819,5201,3413,3559,3513,3289,7617,7654,6922,6295,3655,1239,4165,3138,7808,3941,3037,857,1503,646,959,4261,887,3161,3300,175,7399,1324,5374,672,4231,792,7238,5115,928,6683,7424,6526,3156,5406,6963,1821,6564,4343,2379,6587,1569,4709,2963,1686,3497,2602,1865,7701,4447,5340,4491,6412,7153,7903,6488,6458,385,2411,6126,2364,4705,1754,4909,3852,6108,3979,516,7242,2527,2819,2582,3129,4535,7083
28,1839,5817,3167,3750,2811,6685,801,4434,3345,6321,1857,2152,2041,5008,1808,5298,5935,1006,1448,1483,199,8087,7808,4027,4533,6842,4530,6304,2856,7534,5478,3963,6928,150,5457,2423,797,7883,185,6685,6160,5427,8110,3757,4349,2900,7290,2613,4141,3798,5623,6441,4198,1568,6269,7483,4582,2426,1400,3873,4901,5473,5840,2915,1115,2696,2653,676,1957,2671,5988,3114,6337,5761,2803,1233,6100,2231,6790,3106,6131,5285,6759,1420,3041,4462,6889,8005,3702,6282,5258,6862,776,3381,1638,3472,5994,3487,784,5100
29,6602,3858,986,4191,1292,4192,5702,4587,7740,67,6025,170,2064,4202,1364,1428,1672,3753,2869,7064,109,2035,5747,3660,4270,4128,627,5642,2473,746,1468,5378,4497,2254,5835,6547,7692,2010,5636,5967,7267,1400,7443,3382,7934,1533,4224,6269,1509,5909,7848,3962,7797,6326,1742,1665,1257,5189,8092,1724,531,6173,6852,5353,3914,8131,1790,7972,7739,6640,4200,6477,7337,5796,2515,3588,2857,648,3657,1892,7871,7855,7903,4836,2848,6908,1269,7090,2663,6600,2835,3088,5118,3875,6429,5938,2194,5766,7833,6586
30,4986,3066,248,3950,6146,8069,6848,7688,7833,1856,5728,8089,1354,6454,2080,4890,7244,4389,7737,8111,5523,310,916,4018,4318,4233,4035,210,7478,7470,63,4150,6996,729,3003,7352,680,4174,8055,8073,6172,1652,4127,387,5339,6375,1056,6607,1188,5021,1414,7097,701,3953,7480,4130,7402,2915,6964,3889,1267,1748,5162,3206,1158,645,439,3755,696,4072,1056,3262,6796,7360,6341,2118,2474,4296,2335,4060,1636,2442,5977,6098,3607,5334,2954,1936,849,2188,4083,5548,1617,5838,7647,6152,5026,4115,4423,3339
31,7377,7669,507,5885,3947,6831,7175,1229,4637,3934,3986,2868,1040,7284,4233,1717,2624,5395,4612,4583,5846,2410,5903,6385,2649,1398,2437,1251,7122,2485,747,4292,737,6961,3872,7292,2530,2302,4870,2965,3465,5151,2292,4728,3707,2430,4022,7577,5661,7876,676,1630,1002,7489,507,1659,6807,1403,5109,8066,7220,8052,7704,3293,2210,6739,4552,2814,561,961,2209,1436,4816,1412,6922,8101,7820,1220,7985,2565,7046,6011,2897,5600,7405,2136,7490,4959,1974,299,4703,7530,8084,4060,2560,916,2251,6170,3945,7823
32,36,1682,2028,297,6948,7865,1869,24,7884,6823,3143,3713,5154,5556,5474,3188,1341,2430,2101,5545,260,5820,2538,460,5658,3070,2740,5468,5263,1330,72,2638,1840,5636,4942,7547,4867,1302,6784,750,3534,388,1405,7812,4728,7495,6535,5591,2248,7054,3465,3503,7006,1155,5594,3699,4152,6185,4003,285,4175,3447,1705,43,2504,3271,6756,3876,3205,7750,6253,5443,7467,3313,7204,1479,2620,4193,1320,6468,1021,3600,3203,425,3034,7976,4837,7245,2154,3004,6723,7051,7847,5646,1797,3887,570,110,400,2947
33,7686,6795,542,853,5985,7134,6191,3315,796,2966,2385,3801,5494,1327,3901,5711,4441,4617,4579,1664,5764,7815,2459,8122,2446,3313,226,2696,7649,5160,3227,4098,1294,2718,2097,7309,3142,1995,638,1505,2353,7394,6917,4361,3757,2408,396,4546,3992,3737,1007,7073,4616,3107,2526,2819,2021,8106,5602,2700,5870,5288,2629,285,2694,5609,3134,1746,7915,7124,1078,2940,995,2833,2298,1808,4234,4475,2099,1227,5454,3288,1783,7725,4015,7249,1942,3733,1702,3614,2345,4860,6309,2314,845,4965,1387,4909,327,1378
34,6999,985,2734,331,900,7332,4488,7595,7658,1165,3500,2637,448,7921,311,7243,3818,845,1367,3838,6826,7342,3462,5766,309,2407,2390,4034,5568,3434,7769,5964,4151,7584,5107,5574,6743,4581,3633,5927,7345,4130,4945,3053,2830,2958,4434,2719,5833,5901,5656,1616,1532,6995,1528,1584,7556,1000,1854,4620,7532,5714,7558,737,4859,467,1988,3420,3736,1159,4024,6207,3935,1562,2083,1429,7517,1488,3830,1270,3964,1079,4437,2096,1199,5185,8104,1005,6462,4617,3119,3792,182,2724,2049,7812,6486,3227,3983,6273
35,3563,6391,7661,1876,35,701,3546,5659,6289,1168,1481,171,2417,3048,6793,1491,4933,5708,1347,2605,3333,98,251,2657,4059,829,6091,2559,3736,6390,4178,5502,3200,5991,2597,1012,4902,144,3652,2305,4862,2003,892,5367,7982,5253,5594,2343,452,1464,115,2367,2383,3702,2887,6328,7684,5396,7141,6099,6636,6968,2779,2021,6062,293,4250,6762,6954,6921,3744,2041,3379,894,4448,422,2962,7421,3668,1743,4200,5161,6980,453,7171,5190,6436,1325,5206,1077,5189,7395,6677,2068,7978,5337,1697,1228,4651,3549
36,3392,8064,1597,3606,4882,6662,3088,6726,6876,6042,5563,4256,164,6974,7,1985,910,5290,1179,168,1165,5620,1745,1934,4998,6600,1392,3457,5890,3323,1009,3695,4107,6640,5137,5285,4141,5937,6726,3433,7307,324,1094,2875,4215,2558,4424,7270,1657,1974,2459,1439,4862,8004,5512,2495,2208,5531,5333,428,7803,5274,1899,4552,3268,730,2936,4715,2808,107,1609,7825,8071,6481,7679,7195,5140,1718,1168,6186,5080,6180,2775,2813,2284,5756,7700,7236,2238,280,2037,4928,2873,3309,7543,3142,3390,4882,5561,4611
37,2292,6488,1506,980,4538,1891,7911,8090,2967,5206,3236,555,927,4812,3870,6202,6972,2338,1573,6639,7520,7226,2752,4355,8013,2696,3602,2063,4158,3594,3383,2184,3566,3295,4961,817,7351,499,1809,6710,1024,5220,6393,2713,1,5232,1286,4064,81,3227,6629,7129,5953,4002,7690,535,5746,1697,6014,4028,2943,6966,3347,6037,4178,4645,7019,4031,4839,1588,7105,3116,611,3387,2193,4346,8006,5886,3260,3308,2211,2318,1556,1556,3411,6143,7590,7160,796,3869,1300,5820,6644,7283,6571,5453,4071,3994,4471,5415
38,6878,6709,3961,5098,1881,2533,5991,337,7925,5383,4192,3436,7679,7854,5085,3546,6968,5782,3974,3535,2040,2078,6670,331,6596,4441,6965,36,866,5899,2299,5320,3600,4266,6882,2693,1172,399,7801,5753,6308,813,6533,5264,1932,4902,6088,2137,6353,1859,3217,6414,4268,5311,5271,7512,4052,3196,994,7894,3550,2094,3635,6738,7259,5993,1650,2171,2806,4469,2599,3544,1945,1410,7048,6333,2605,4247,1247,5546,971,2917,7627,5550,2840,5090,1225,3221,4256,1540,3972,4605,869,1455,5881,7475,6985,990,7941,780
39,2410,4044,4205,6832,1061,5275,4832,6952,6885,5050,1608,6571,1418,2939,6852,3309,2534,2586,3527,3638,6457,7591,7101,61,5665,4207,1835,362,7651,5306,6472,3418,3005,6828,5206,1048,1221,6057,5467,5678,83,7811,496,6083,2786,6480,7214,5296,5672,5286,7903,6888,4302,776,7677,318,7263,4404,1450,5301,1294,7692,1354,4528,580,2518,1212,458,4675,6524,3840,392,3521,260,2177,558,4770,4073,5098,2502,7080,639,791,2925,7951,4158,54,3108,1863,6940,3687,977,1494,3173,7172,2458,4932,3410,3233,2156
40,5534,1529,699,3952,424,5430,4775,219,1830,2406,1530,6265,5286,423,6414,1283,3977,1232,4398,6219,3539,7389,2975,7813,2903,5512,6001,5750,1113,2368,7417,2809,1791,2094,3850,3766,3888,2923,3241,1617,6126,6534,6456,1739,7817,4743,3868,4988,5834,2900,2500,5597,7927,6457,4013,1540,4095,1723,7153,3763,2548,8069,4915,2565,5455,5855,2470,5173,5085,2528,6783,7132,458,6477,6395,6376,1785,1925,3230,6715,3577,7434,4582,7900,5254,5216,7957,5873,4100,4888,1100,920,6462,7079,6100,2561,6597,6453,4874,3070
41,2353,1259,5449,2926,2362,771,2484,4654,141,2940,7040,5,3582,880,2615,7326,5581,7617,4429,4311,4528,1065,828,2746,526,4299,1067,650,2116,1247,905,7938,8041,5520,2427,3695,3524,3976,628,2556,8114,6016,3864,7194,811,456,1092,4248,6715,1606,6406,7113,4719,3414,5773,5577,2149,3395,2371,6817,5393,3846,3427,339,4556,6731,7265,5389,5388,1123,1886,3874,1984,3501,4756,3469,2522,4342,7659,1271,3788,1032,5407,1394,7955,5492,2283,453,1594,3759,4708,4403,5859,933,5967,6927,2016,889,1912,6735
42,1220,5012,4714,1012,7599,2347,3871,16,2133,5676,4063,3105,5851,166,1676,380,3750,5938,5754,1126,7535,2313,4824,233,5306,7669,286,406,2986,7064,6389,1742,3589,5622,7276,6464,7102,5841,2097,511,5288,1906,5462,2886,4509,831,7697,5059,124,4384,5501,1740,7658,1870,4749,2128,8081,65,2784,3656,1404,5245,952,1781,3274,7587,2849,5225,1289,1595,5705,1210,1513,6098,701,4400,3467,4101,8060,7629,3012,2566,2830,5373,7190,4764,3964,989,5164,1723,3930,738,502,3327,1765,2984,5835,1081,7596,7338
43,7726,3889,579,4540,5209,2205,2981,738,4111,5929,5199,2113,7685,4974,7065,7515,5550,4373,7273,7811,4249,3367,633,4457,3366,4394,84,554,7475,5648,1995,7122,88,6028,124,1598,5242,270,1302,2979,6138,5408,3614,5142,7321,287,2837,4779,6600,4746,2968,4310,306,5611,4077,910,3637,7982,6189,6704,5468,6236,3001,5322,3717,4229,7603,3930,3157,6801,4792,8043,3912,2091,1857,5161,1933,8128,5139,208,6299,1223,4239,7949,4740,1382,6559,6081,6377,3544,4626,254,5594,7808,2877,2285,8010,1861,5454,2690
44,5428,6470,1825,5040,549,6563,1382,7410,5993,3991,2472,3914,8117,2298,1296,658,2464,967,1119,3384,1671,5195,1391,5926,3126,6294,2111,2331,1544,4695,1438,335,3655,1502,1443,5672,662,3866,3611,54,1874,1042,6576,436,4906,7201,6096,2607,1196,8030,3889,439,8024,3670,3188,4962,3225,3086,4932,3497,1022,6865,7274,3569,2306,8097,7481,5862,4253,7332,605,1948,327,2461,7220,3715,2496,7687,218,6804,3989,995,1500,1045,872,3977,289,4541,6030,5162,7257,1336,4163,1743,350,7386,7124,4704,7769,6888
45,4685,7976,7436,7104,4256,3102,275,4002,2517,1674,3247,4063,1014,6270,7394,2354,4965,3761,7846,1308,2704,836,2245,372,686,1100,2382,6507,589,2101,4642,117,2448,2240,6351,2858,4073,6749,2273,4088,5500,5349,4828,1026,54,5364,1112,669,5953,6563,30,5039,3624,5090,7892,1413,3583,1625,3568,2153,7788,2786,3933,6545,2644,4084,4904,127,2937,3085,3667,5888,4906,3940,6159,535,8114,7575,3191,6175,5560,2217,3097,4614,1326,5267,1633,5139,6726,671,243,705,433,2171,1163,7862,495,2493,2555,4590
