,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
17,4481,1040,5482,5627,4235,7018,2715,932,373,7245,3655,6190,5141,3100,1205,5261,1985,537,3247,7461,7607,6938,3113,2372,3902,7072,5824,5117,6089,1274,2373,220,5144,2005,5229,4558,7001,7432,1807,1751,3959,5011,4047,6206,7673,4353,4467,244,5842,7582,4689,5857,5992,741,3941,2154,5340,4156,1657,3611,5561,4107,6194,2934,7032,4747,2617,6658,3494,1802,4051,3937,2149,7009,6320,6158,5996,6894,1026,3493,8067,6450,1834,2869,7252,5455,3611,792,6217,972,2520,231,6032,555,1135,1144,5025,4665,6813,7360
18,2762,5056,5895,625,1076,7982,5885,946,8095,2345,1230,873,7928,3764,1032,6337,6401,1937,5182,1625,3411,4790,3871,2998,7423,3506,1098,4877,4668,5060,1014,6093,6819,629,413,5359,7269,480,5570,2542,2152,5134,4552,6297,1216,4302,3872,446,5613,5011,796,7938,3995,2011,5078,905,8136,992,346,4704,6432,6148,5077,3221,5805,484,7729,4656,6840,1248,6580,3120,2678,4249,8131,6038,4248,5271,5529,315,4186,1033,2069,4260,7606,1809,2780,5726,1841,8113,6959,1371,5630,4511,7000,4805,654,917,5871,5747
19,97,2691,6242,4629,5787,2770,1480,6570,1484,7233,5277,2746,1081,8067,2741,5430,111,4833,577,3113,6609,3114,6361,3291,1737,10,4002,6012,2817,313,1829,1461,2341,2856,1119,7717,5744,600,2775,1095,203,8134,710,5899,5330,2818,7881,7183,7736,4085,6935,1235,6615,7346,3156,3211,3929,7732,6340,3981,5861,5979,1974,3734,993,1303,609,2112,1433,2820,6544,6732,2997,1148,18,7283,2029,3615,2558,6039,963,7773,4325,1188,6421,5226,8111,2268,403,5874,4172,1990,6574,1410,3195,2290,2443,3369,913,3790
20,5540,5475,614,7184,3509,6062,4318,2929,7534,6170,5230,6127,507,7484,4379,1827,7385,3260,5667,5300,2996,5388,7536,903,785,786,1212,7694,6853,2110,6692,6929,3475,7510,1982,6209,710,605,8012,2194,1012,7569,247,3642,6398,2120,2565,3987,380,6132,5534,3379,4536,588,4220,5368,408,1406,1175,158,5072,6292,73,6978,7622,937,3756,3098,1194,834,5261,6671,6402,1572,5984,1690,3311,4668,2629,4965,1453,713,356,7997,6517,4942,2228,1307,6962,259,3875,2400,7431,7403,2883,2859,849,3559,7780,7544
21,6360,2740,1561,3957,5746,164,864,3873,283,2769,166,2164,6799,5415,412,3394,133,5376,5298,2318,5002,745,6379,1488,836,4165,3158,1708,7697,3556,4443,3327,8138,2000,1950,4183,2559,3929,405,3153,230,1702,7498,19,3506,6535,5902,2667,4358,5229,7585,7783,739,3061,5537,4823,1453,972,687,1477,3952,342,2907,5771,3465,2589,1741,7798,5454,7996,2286,4506,7770,2387,4184,4428,6832,4364,7463,6598,326,3123,1293,4044,6833,6277,5842,6986,5342,4054,5453,347,562,7905,6805,1223,2688,1984,1561,6320
22,1396,3986,1918,6208,5395,2796,4613,631,3700,1727,8100,909,3563,1371,4563,2647,7852,1877,6169,592,654,5729,5209,3021,2647,2214,1800,6997,778,4776,1814,4280,6699,482,687,4153,4213,2393,8118,7522,133,1229,640,5662,6844,4869,5190,3613,2143,2346,4365,4393,2723,4587,3889,3794,5684,2155,2112,7666,3029,4671,4214,4037,186,413,1948,6309,5291,2423,7558,2218,5914,1875,1018,2709,770,1647,7993,6277,5121,4075,338,930,7619,7042,3781,4695,3105,1481,1495,1762,4791,4343,4553,3996,4035,4602,3727,6943
23,1176,5316,4572,1250,7060,271,5434,5399,15,7654,1178,682,4591,3609,6488,4961,2376,6734,7562,7128,7595,5306,4297,7498,5308,6970,6686,4236,1140,6876,572,7894,6591,1472,7424,1288,2328,6341,1394,3237,7799,6197,4895,6776,7207,2139,890,1268,2126,2099,4197,3310,5836,1639,2726,2306,1788,549,7723,1570,2139,3183,2219,3408,2708,1067,612,83,5346,177,972,7832,8078,2245,6785,7260,8095,1384,2448,2319,582,274,1907,5658,7201,2162,2403,1067,3160,7577,5049,1544,1331,4526,1026,130,201,5321,5157,1406
24,575,6755,1632,4516,56,6023,2843,2786,437,4471,2576,6134,1860,5836,1181,1124,6158,1449,5325,6398,8020,1744,2326,5001,5084,6200,4929,2823,2030,4083,7955,7084,7661,5440,1059,7709,3656,7263,4204,1728,4044,2600,6197,999,3909,1724,5089,6993,2494,4929,648,4999,2842,6278,4326,3212,6980,112,2153,4343,6521,5973,5738,2260,491,1300,705,5973,3657,7401,6530,5763,7412,5614,2360,3050,1406,7224,1864,5429,8089,4792,4751,6504,2382,7274,6822,1367,3214,4058,2510,3768,5191,6544,1167,1555,7540,3855,4268,6474
25,3438,4007,2213,5536,1403,3237,1506,1321,6864,1470,2173,7468,600,7089,1801,3865,5284,1980,681,6957,6390,837,3478,3590,3210,4191,5012,6928,1819,5345,8080,4555,5987,5181,1556,3806,2318,7281,345,6177,8119,410,3569,60,6169,6129,3352,6760,7765,5995,4482,5096,998,2747,2523,2442,7035,249,2423,5824,6329,5692,4718,5523,53,5955,3506,2980,403,6017,3812,4968,468,533,4059,1439,4385,1991,3309,1402,4159,1872,3688,1535,2080,838,6398,5991,6344,2003,7611,4738,2601,5178,4653,7009,153,7690,866,6418
26,403,5282,6333,3032,1202,631,2465,1522,6184,2939,3373,95,6368,3810,217,6333,834,6948,6171,1842,1555,6725,2487,7608,2439,2853,7779,436,1020,3359,1344,731,4087,2947,4269,2781,2584,727,3658,543,4627,4357,7803,1894,7524,6551,1707,5454,1836,5384,4823,1774,7724,975,5791,4193,6093,4939,1263,6220,6377,1367,133,5890,4388,5876,7669,2626,5611,1846,373,4589,5377,2396,2295,4057,3799,2845,1963,2824,3291,5791,7750,2538,4160,8087,1536,742,595,2480,1890,3177,658,7853,4742,2135,5360,2031,6995,3461
27,595,5756,1803,7994,7887,5578,3428,3949,3401,3445,7606,2462,627,7231,2467,7294,5769,5587,6975,2998,7853,7225,7486,7789,6425,7627,6367,6845,4418,2675,5766,7808,6466,7192,3920,2252,4363,2676,2981,1692,6605,5121,3955,1772,4615,529,7741,1987,8077,1738,6486,784,4229,6174,604,2186,3996,5730,4175,755,4296,3195,4539,6255,8056,1861,8110,4657,1043,7468,6794,3164,1234,2147,3928,4298,781,7272,5044,2741,366,3578,2239,7776,3636,3176,598,5703,2411,5964,2326,5745,1034,450,4108,4550,3780,7033,7555,6348
28,3994,3256,1376,2983,1873,870,3635,1939,4499,1893,7725,2912,3960,4990,4273,3591,353,6520,839,6019,7504,2365,4896,8045,3703,974,248,3283,6355,3719,4004,5248,1982,1682,4818,1562,6264,7550,7803,160,4755,7223,7027,1402,1590,1231,5627,2834,553,357,888,4612,3179,684,2060,397,1711,2921,7872,7878,7052,3244,4368,3297,2671,5515,1311,1737,4695,7916,4526,6781,4787,4505,7169,2522,3848,6271,3039,2154,6676,5890,380,4699,8122,2155,1060,1369,4580,7635,3478,2736,278,4953,726,3876,2420,5862,2012,6635
29,1645,1840,1197,7050,7981,8036,970,524,7724,4927,6570,36,1610,2262,194,3429,5614,2554,4303,4615,6407,6558,1237,2568,4695,1591,212,7373,2858,5789,2445,5430,91,3864,4880,7151,7689,7215,5554,6185,3952,2580,4524,3790,8096,6721,637,3784,8076,5455,3303,2058,5383,7033,1670,7165,4302,371,6142,6370,8044,3091,4924,7858,4783,1007,3593,3718,7090,1928,6240,1662,4125,5229,6244,4307,6682,5216,6501,6189,5647,4231,3268,2861,6595,2097,7169,2558,5868,6912,589,131,5505,17,58,1301,270,1686,4487,4029
30,6590,212,3320,1152,6494,3488,5278,1910,5798,5875,2246,96,864,3020,4067,6102,3447,3199,1166,5224,1714,8024,2103,7520,2077,2333,2703,6375,2681,707,2964,3919,4979,5870,2198,1307,2983,4467,2702,7872,7566,7683,6616,1579,902,4791,3981,5926,5333,7663,7671,4970,7698,2008,7459,4101,7084,3680,4973,2952,108,1890,3563,5026,2998,863,1138,7421,6713,6829,6356,5337,2797,5936,1661,3843,7370,7407,8003,4548,1936,7450,3507,5537,1590,5187,4964,4070,5959,7174,3789,3582,6416,326,4850,26,1853,4034,1281,7973
31,4017,6924,112,4939,7914,2293,4787,4263,1642,7832,2160,3893,1083,3469,2186,5499,5027,2565,777,1312,6951,3741,149,1254,6309,3540,4690,915,4475,4310,4693,1192,1286,6732,2779,7845,8012,5989,3488,3540,2112,1690,222,3198,6773,2862,7826,2589,1052,4588,4337,4236,7848,2642,5650,6113,675,1121,5919,2206,3704,3382,8136,4477,7963,1468,6832,2454,5991,4530,7402,7736,1360,6975,388,635,5149,3296,1359,4211,7226,3835,658,1890,1497,1086,5696,7401,6780,6400,6047,1543,3417,6865,27,6847,3277,6321,6355,94
32,900,7183,7127,5702,832,2336,6513,925,1777,3348,3205,1525,5287,3975,7209,6840,378,23,5217,4000,519,6219,7652,2776,2913,3965,3733,2404,630,6343,7675,8075,3502,5430,4214,6091,3508,5886,3969,5669,3261,6058,6939,7453,6352,608,1323,7625,7611,2218,3584,2119,5928,3391,7623,1232,2592,2147,7937,3570,5541,2150,2432,6333,6180,1788,7897,6522,2556,7386,3815,5501,2974,6452,4561,4277,3142,1739,4492,3179,6290,1954,4237,6819,2886,6889,6579,2055,6286,2168,7083,5041,6112,4712,4292,3404,841,6345,3390,8045
33,6914,7141,4392,4973,4062,6231,788,6219,6118,2420,4259,3686,7455,2562,6694,288,2495,2346,2612,167,1413,4823,1131,7766,1612,6289,5633,312,5625,6381,6630,5361,2192,7699,6094,6814,7844,6643,3976,4702,5368,143,1042,190,964,4192,5426,6497,2977,3287,765,1822,3061,3004,1247,2645,7660,1323,3092,560,2991,7798,4593,662,6915,5326,3171,1140,5124,5720,6923,1941,5826,1051,2611,3135,5535,21,480,1230,7992,6098,7503,567,1556,5160,2628,1796,1967,3707,4246,2841,1245,5291,2399,6001,526,2001,1367,1253
34,2736,4049,1117,7668,960,3336,1627,4926,7191,4485,7431,7724,4703,6543,126,1339,7692,107,3566,1709,3210,7152,4938,7817,6568,5575,5780,7951,3904,2204,1385,6032,7467,2944,3724,3771,6243,7129,7558,1686,5918,6260,1123,7058,1849,4607,5643,4799,2615,5117,5958,3060,3149,6056,4384,5484,3141,4461,6975,5202,7090,2986,3792,5962,2617,4736,7762,5056,3847,2927,2497,3316,2603,5701,5335,2591,4123,328,1826,4354,5898,4064,7257,4052,2265,1429,4026,6597,1698,6766,4572,4387,5314,6591,4894,1966,1311,4381,5806,1279
35,3668,1811,7120,110,4122,6605,3726,1750,3744,5511,4877,8139,7379,2301,2818,1691,8007,7738,2541,1345,194,1302,5083,2541,6395,1311,6329,4816,2040,7423,4387,1692,3516,5219,1665,2492,8027,432,4687,3609,1424,5785,2796,893,4515,8064,435,3482,6577,4374,1825,5573,2437,6890,1108,3220,3870,6172,7599,4968,3911,2349,2189,484,4926,4558,7292,3000,4237,3534,6545,4696,2967,1695,6110,1607,1408,353,6123,6266,1039,1703,3455,4393,1786,6234,3329,2333,147,3426,3760,3672,1409,3459,1735,7309,4694,7835,4912,3485
36,8067,2923,7644,6366,4432,2813,5347,2126,2178,133,4756,4250,153,4693,5113,618,7657,7999,46,4588,8100,1700,3317,608,3950,4206,4991,2575,2048,82,2709,4864,7694,5652,1920,7700,6398,5315,6439,5902,487,2849,2961,3709,1729,988,5889,6218,5989,25,7876,2533,7308,4656,3938,4985,6172,7149,7162,4879,2684,4569,4355,3501,7955,6426,7190,6896,1675,6552,7721,7302,1711,4691,7821,7045,2386,2983,3271,4324,117,4752,1240,375,7187,518,2414,5675,215,712,505,5318,1377,7942,5178,6451,219,1066,4479,1087
37,4061,4484,2972,4799,4255,8087,5480,4687,3014,3899,5859,6608,4588,7780,1128,6777,6658,6175,513,2145,6519,4143,2211,929,18,5238,5233,6828,865,4490,5978,7571,5705,4347,1197,1423,186,2086,6894,6477,6434,7259,5008,1107,3034,7708,2880,4538,5737,4377,5551,7724,6030,2887,3895,3827,4598,5802,5575,968,4218,3553,903,2751,6828,773,4213,547,2853,224,1200,3936,3065,7760,7426,5788,4445,191,7679,7649,765,4266,581,318,7769,447,7755,5192,6759,4733,632,454,6476,2455,5221,1057,8061,4955,4703,1581
38,2147,3939,2928,6404,3588,4955,5711,2636,3236,5987,5680,7763,7375,224,3651,3272,1337,5816,4806,6143,6728,2344,1972,2293,132,274,1522,3655,1823,5600,7092,2134,6244,5179,7469,6399,2002,6100,4847,5890,3962,1891,5327,3285,2107,2643,8016,3079,4667,4721,1657,7072,5731,3098,6200,5285,5125,3049,389,4181,6704,648,6269,7265,3155,6195,5156,7116,3031,5288,6824,7902,121,6928,654,1749,4664,5983,4065,7548,2708,413,3738,6834,3860,4298,6524,7111,6328,6468,6004,5284,1201,2065,5599,6279,2316,1469,4245,6266
39,2183,4616,1655,4336,3549,4316,3503,3002,5504,6149,6848,6825,512,4834,7427,4715,8108,2548,6124,3806,3894,5108,7087,6765,1214,1423,7068,666,3716,2,1838,5840,992,4932,5065,6128,810,802,3955,4787,2077,6899,7511,1492,7191,3336,8056,79,5559,5526,5033,2618,6198,669,7551,2751,2484,2405,5370,5137,1752,6985,6259,2631,4665,7971,7196,4163,5830,272,2965,3001,1082,2304,5568,1378,3682,5979,1734,2008,341,3091,5296,7680,7525,8033,1986,5440,1042,5473,1854,5113,4090,5248,1054,7972,5440,3739,4544,8056
40,1769,7688,279,8015,3595,6629,3594,2130,6201,1171,2436,7382,2644,4942,3099,3966,4921,7967,4230,5158,349,3368,1951,5559,7510,6651,2666,7126,7164,5996,312,2907,431,1145,6528,1712,5198,6837,3979,1734,2708,845,7090,146,1953,4005,5870,5950,5624,2714,2439,5520,7186,2962,3114,6495,882,4786,6131,6080,8125,4248,6171,5666,1508,1827,1337,2825,5041,201,61,5048,7535,1085,2069,7228,1781,31,6575,6083,5483,4620,4148,5048,5953,7943,861,5988,1895,5074,5428,4575,343,4574,2418,3808,1683,7298,6737,5544
41,3466,7870,2216,6303,5460,3091,2597,6891,478,7343,6703,1735,7459,158,2265,2582,4493,7449,3973,2442,2608,4686,3589,1951,5181,3024,6099,1432,2216,7948,1901,3292,7793,6812,6517,2984,7670,5529,2011,6012,7964,1216,6269,6811,2024,6105,7364,4100,786,4799,1486,5198,2471,688,4404,4306,1052,6506,1701,1891,4013,8085,6713,4082,2651,371,3330,4836,1843,5671,2618,4872,6078,2466,2019,288,7079,4990,1353,70,905,7386,6942,5984,1450,5609,7217,796,2049,32,575,6629,295,4133,7518,4873,2324,304,5107,449
42,5370,8081,5328,6838,6518,1434,6146,2159,6241,7531,5371,6323,779,4423,7395,3039,1683,5128,2107,6056,5329,6934,846,4418,1803,3213,6379,3000,2705,4437,7243,445,7468,1999,5125,754,2496,6458,7386,2359,5304,7866,4768,2514,7986,3039,5891,6528,6389,1348,7480,525,2072,1106,3637,1633,2163,2926,5235,5432,3117,2805,544,2181,1485,6100,5357,2972,7283,7811,4050,432,4545,5424,4663,216,5338,454,3619,6195,2850,7166,2872,4310,4125,3077,307,2341,6032,6394,8123,4474,5164,5758,3175,2043,4226,6609,7725,112
43,4347,3531,3812,8072,5117,7086,3921,3558,431,3423,3010,5933,3179,6796,584,6890,2471,4093,7626,2251,2216,2563,1942,4591,8032,5114,8013,7063,6902,6759,571,4777,5836,821,6443,4391,4577,3771,4455,4388,7970,5073,264,401,380,4701,2487,8042,4260,6423,5736,2187,6987,6764,4948,5296,7662,4843,381,7697,4931,7407,6462,6427,7488,4368,1813,5746,1372,5196,1324,6669,1008,4892,708,2159,1177,553,602,4941,689,2791,966,5378,2677,665,5403,723,4804,5200,5567,2929,431,1451,2321,8110,2165,4761,663,2242
44,3091,1837,2108,498,6411,1938,4913,7966,4295,1325,4705,4477,3811,2256,613,977,7992,7087,7221,5872,2694,2735,4860,6538,7874,2812,5791,1565,501,2386,889,2974,7487,3802,872,4736,349,3185,1833,8113,4299,7213,2131,2513,345,6684,511,4792,4146,677,3158,6851,5520,463,5659,1460,2606,3983,2317,2540,3913,5001,3798,7984,1931,4719,2066,4413,10,2165,2720,6514,148,2902,2047,4373,6759,4612,819,619,5825,2899,6587,7026,7553,3442,865,6770,1797,364,1814,1494,7940,5812,256,1088,1559,4127,588,716
45,83,3304,7182,7132,6387,6260,2307,5561,446,4146,380,5078,6336,7536,3484,1035,1763,3976,2267,3515,3696,7543,1792,2481,1340,7942,1337,7810,35,161,7837,425,1481,7355,5083,3560,7,513,4016,6516,7717,4075,3818,6334,5374,7676,5641,7435,3771,7473,216,5689,328,1892,2593,2948,4243,402,5626,3063,1176,7455,7583,5895,6188,825,4647,2039,5225,3257,1906,1615,3225,4478,5867,2934,3155,150,3094,6450,642,6651,3877,2975,5350,5666,526,2709,3651,4658,6007,4064,6558,3657,2998,66,1804,3458,3270,1324
46,2773,1970,5591,3168,125,4250,5353,1715,8051,6957,4417,7667,2536,1475,4147,7155,4568,70,6947,4323,5729,3774,6138,4672,6684,1721,5110,2836,1810,7955,5759,4698,6854,1281,4154,3312,5216,7704,5906,7599,2791,4785,3919,2334,8031,5139,6050,2551,4760,7131,5667,4633,1374,5271,292,6564,5549,2938,4861,1800,6782,6043,6966,85,7213,4714,5778,7605,725,6097,7292,1807,1597,6368,6710,2420,3061,7669,6925,5669,2756,954,989,5408,4459,6042,884,6064,1675,4791,2116,3131,7509,3858,385,1509,762,5805,23,4507
